t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0010558100836473914,12.506566200221762,-0.01682968738293054,2280.990961015067,5.017120698615262,1194.3192455316403,315.50918942031984,1.2179985230013033,676.9037575850384,676.8046181958642,-9.94390871711731,316.0114976747062,0.11270755817384635,57.95279029605659,57.92277627019398,-1.9326648325059574,734.8162693439469,734.7309900245277,-11.875084479480261
0.21886888309610372,12.492864232755233,-0.005774252095337233,2281.0169485780434,4.955026308375419,1182.3915760547436,317.36030833267245,1.2467452408680118,682.1883984872137,682.0768753293504,-13.082177118523811,317.85733192562014,0.13450408998453087,58.0249809766709,57.98260721893598,-1.8747125083137708,740.2161347895923,740.0577212950358,-14.966045002122797
0.46289818495582913,12.490429719191477,-0.010477107808134265,2281.002998580494,4.970260010219612,1187.170409099623,309.7629824191843,1.2097479777914355,683.4069624249013,683.3070218823237,-11.451519193840161,310.2447765081701,0.09660689539491835,58.36219664443434,58.32890158225169,-1.6565854849700687,741.7466198460335,741.6410760941868,-13.121254573633598
0.7148170567626654,12.511659174387558,0.01111489089254802,2280.9868820677398,4.924940683266766,1177.6183110604807,310.5618942964104,1.2248402498257114,690.069309111762,689.936713525542,-14.093993340233512,311.06122027461015,0.09467979785962485,59.57697623963951,59.54502061087141,-2.3524034712071593,749.6395728575537,749.480667517725,-16.443578535278988
0.9954585816395786,12.522047236517686,0.011550685228090664,2279.000665077352,5.00621302810517,1195.6706521466322,312.83625570427233,1.2321061685621597,685.9673735069995,685.8362547870416,-12.403291475539744,313.26935313474615,0.11047623954316871,58.04818383134926,58.03619690664029,-1.8043659023784693,744.0348119303443,743.8995760409599,-14.214097933321204
1.2235487094604371,12.501487410393572,0.008833835615255336,2280.011166252214,4.936710802603373,1181.869090027452,312.3169426927333,1.2352731899387692,688.760248541355,688.6483008846662,-13.075014749060456,312.73206366186827,0.13230932659841632,58.64029819413337,58.624514557982344,-1.906711833257257,747.3907255874852,747.2567474085408,-14.984313275745432
1.484694653983569,12.529914531442003,-0.013721364422037417,2278.99770484379,4.995788978435764,1190.9089732087884,314.97939426666665,1.2398273980087067,683.1085434332572,682.9449083575104,-13.91715738386065,315.41784451775976,0.11591390834649495,58.68029266160921,58.676805118799265,-2.077021557217925,741.7961978741192,741.6322788735193,-15.956554860200967
1.72888110151407,12.499112788168517,-0.00844026808419491,2282.000373160933,4.943185732044732,1178.1242789058965,310.72477365595466,1.2428588393847892,686.3620592904989,686.1720144468754,-15.918747681503596,311.1876055930818,0.08802256528168967,59.73625887662054,59.73510417613646,-1.2586120282018851,746.0987260978338,745.8978749966392,-17.189672026260943
1.99709873220534,12.506485989673983,-0.009654129302774135,2278.9876588252714,5.002532981187876,1188.5167574154195,313.2411301675434,1.2178878091715732,685.4993500143164,685.3947583352324,-12.778265002458653,313.7343197386299,0.11256935496223351,60.316115839562315,60.30177142073033,-1.301710154496979,745.8269453893306,745.7015860885004,-14.08459765387339
2.2482031024488762,12.495644528639799,0.006743541392818,2280.9978253847794,4.973507202944363,1182.3887105603674,313.54647527015925,1.2305545887215736,688.6107933751894,688.4351722609865,-15.850198413291677,314.13061799808116,0.12350975661574756,59.68054667866433,59.66551809793928,-0.7883920039689769,748.2969796699073,748.098177539733,-16.625104051170574
