t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Fault_Type
0.0035220695490486,12.51168567511895,-0.002139373000835,2278.986245896638,5.0061317574630895,1193.3006364016387,311.56901361931523,1.2208283481173583,686.0325521563179,685.8377860803902,-15.73942337606585,312.0676991485332,0.1162246803271028,60.20923884794869,60.19318987617185,-1.9405492869356245,746.2106734687877,746.0167835112181,-17.68198319661256,0
0.2780896370272988,12.5088045508271,0.0060382267466362,2278.9959126648587,4.93448823486574,1183.732172092159,311.4314872036414,1.2425535898309257,683.3868672569918,683.2688452948951,-13.6263824060913,311.91572219282017,0.1108959089503717,60.58976903150932,60.55918098168611,-1.7893343737619514,743.9715762504517,743.831414405345,-15.403084746621897,0
0.5079722840305843,12.492222390199176,0.0053833075818429,2278.009820569833,5.0282440518611615,1199.913407209431,311.88919312333525,1.2266481408607963,685.3116579698279,685.1191054049712,-15.53430546312761,312.3681978388139,0.1089911087995196,60.214814839856444,60.196298678147656,-1.893292773577944,745.493070628129,745.3021665913466,-17.427278572927776,0
0.7640003612678149,12.509870028974206,-0.0069409126357557,2277.9872281606004,4.958621571502111,1185.5995220879222,312.01908321266427,1.2183992692175205,677.7055618066476,677.5756709479095,-12.792207265810475,312.50588992964526,0.1214064134218195,61.126697742446126,61.11037664306169,-2.129568555215293,738.8293148413276,738.7014659733852,-14.933175054404272,0
1.0069608003330568,12.489245107423123,-0.0152468872071325,2278.007032175635,5.030772910993214,1197.530146271264,312.6360608410912,1.2356343669438836,682.0427660727441,681.8994201826162,-14.237864647812607,313.0814609398621,0.107428740372627,60.04517806838157,60.01023215843544,-1.8653249767908529,742.0798939950477,741.8870098359602,-16.11954741579612,0
1.2584395414596916,12.50307868236778,-0.0087073442415211,2278.9975772963626,4.939509556651744,1178.9734565941844,312.72306621001894,1.2230444868189674,681.5444764679474,681.4590088960011,-12.106107215996069,313.2063917741666,0.110858997943901,61.15934612716901,61.12618217939697,-1.9446000409217628,742.7089401474299,742.5752339931585,-14.022766266060383,0
1.5107035299695648,12.487603242743017,-0.0157578279031438,2277.9964886710536,5.004795800847221,1195.1486520139556,313.2331486711573,1.224666649937953,684.4452628371756,684.2698025626175,-14.612003272302474,313.73152930914466,0.1013719049422851,59.5387616437581,59.4936505633092,-1.6658009882925071,743.9588178508467,743.7886868098021,-16.266170550223624,0
1.7621652955994551,12.509455579917988,0.0088804491659163,2278.985946959549,4.924767869485026,1174.1797343179346,313.2893516974827,1.231548925631215,682.0798783595296,681.9656465261079,-13.182969034857765,313.7857635842511,0.1039598486724916,60.52146156589139,60.50162103224376,-1.7609631631450282,742.598017693963,742.4484634889179,-14.938820210019513,0
2.0096840194841588,12.49727613618873,0.0178115408228476,2279.0065411459223,5.014948048071276,1198.0735922652989,313.9481166974523,1.2292344392245147,679.112437597775,678.9762041013249,-14.424202629130402,314.41566497386225,0.1089020070807186,60.71304544281186,60.69602751515783,-1.9039511791766728,739.8019269194689,739.6460064172627,-16.358802248917208,0
2.262668699186707,12.501373440680965,-0.0135264062902512,2278.989754308074,4.958933307343913,1183.7553200476857,314.2635687732574,1.2279230001924069,679.446735793765,679.2944556321665,-14.590820781524096,314.65307500292226,0.1187963089067255,61.080834421776935,61.04634595262148,-1.5023598049755704,740.53093578419,740.3594511546817,-16.097024244514635,0
2.5172804226088825,12.502678242706644,-0.0145437948059203,2277.985218992932,5.006571513445756,1195.151853672044,314.29840273454334,1.2428220296941517,676.9322423907014,676.74935369482,-15.601308334641338,314.77043785578275,0.1054224385786575,60.17860065210074,60.164050698362686,-1.2953557044153097,737.083427688849,736.8941339926786,-16.90306541524348,0
2.771253662908469,12.484768316783612,-0.0142168345432207,2280.005861377768,4.963105978277353,1184.2449339815307,314.77465394401656,1.25115448016356,687.4736230346244,687.3359775853531,-13.631799076146876,315.28867838360054,0.1149030141542128,60.64934002020005,60.61678850495458,-1.7690523217077816,748.0908525030891,747.9477432002878,-15.393170566405026,0
3.031170849597076,12.492899814865648,-0.0057576824559471,2278.9860739224546,5.032431681241135,1198.0504130061631,314.90767106317577,1.249016142184937,681.7738944490904,681.5917930679832,-16.397745056812333,315.3939277356976,0.1228226024462022,60.48529006991454,60.4465739509061,-1.5617577775033031,742.2915121608985,742.0731599442992,-17.967425009115864,0
3.240265664337318,12.4970213278899,-0.0076429959334628,2279.01183499133,4.967212064272794,1186.1159144279522,315.4719501510432,1.227921144647372,682.259748954916,682.090371321246,-14.801360998933326,315.97253094572187,0.1049225361565676,60.3913663853652,60.37616389382296,-1.6684530233941528,742.6718957962514,742.4507845569997,-16.488568479890397,0
3.505817603588302,12.507279943001569,0.0002167131377707,2279.995098245121,4.990582729985049,1193.7955830091162,315.8930468671703,1.2370162743661135,682.9156239906922,682.6714953538361,-18.07073750697051,316.424450937776,0.1090789869881704,60.06906236213352,60.04350262685339,-1.7493962614524563,742.96095110551,742.6855803276454,-19.829328100969697,0
3.767289110334541,12.489392294695444,0.0082025946376318,2279.012321824416,4.998026209104379,1193.2886398328824,316.0407781773059,1.268550892844501,681.7359687684449,681.5758270225332,-14.455229478192305,316.510828588034,0.1398605804528924,61.01314395282613,60.97188768120127,-2.1074725895228235,742.7386785052115,742.5687648002475,-16.55694421304289,0
4.01735813296774,12.497867758020286,-0.0108451938578668,2279.010130637355,5.003603993226238,1190.88801572353,315.99700662069176,1.2211466198643377,681.6545344090723,681.4352028504293,-17.44629941959596,316.4700324738096,0.1278918344671021,59.97339832255717,59.95130133720176,-1.6701171077333572,741.6371524660923,741.4112495383955,-19.096692902726485,0
4.2635346704913415,12.50336273110764,0.0047888150637189,2279.0189478060734,4.983036255665491,1190.9079360312314,315.9976748760292,1.2476977865765695,682.8588376302945,682.7103565939605,-15.302427970016996,316.5201455876261,0.1006485386433779,59.99492455223148,59.958600265272366,-2.06541492695754,742.8661103966356,742.6517124234582,-17.384130729066527,0
4.51009042221034,12.499164323504358,-0.0021701906443618,2278.991725898421,4.981481895794592,1190.9124372958431,316.7100481464266,1.2356791385738193,678.7547362438501,678.5371732604951,-16.727760367338092,317.21300040238214,0.1195302288456801,60.36383203160073,60.35045993100319,-1.6184425741647872,739.102030563631,738.8722255314532,-18.33932947320742,0
4.757347921878819,12.50245097609985,0.0076094771079946,2279.9915183338367,4.965018413274644,1186.6377352768309,317.07473571130714,1.2567010472925175,682.5867420324076,682.4259134426545,-15.34724853223724,317.5617585200546,0.1129672866621633,60.53541015412869,60.50608452147133,-1.8408286613399023,743.1336225330513,742.93047554194,-17.185741892244298,0
5.02146535698499,12.494991258739102,0.0008884798510992,2277.98812286322,5.028561539653502,1195.1393773923571,317.3245628273692,1.2167014410367998,677.6376902532994,677.4750251549914,-14.746825536229958,317.8474727876362,0.090598371075042,60.34659476026604,60.319779247313576,-1.601107905555885,737.9832452732546,737.8055402419436,-16.343343820543215,0
5.254779336812196,12.497221067856604,-0.0004315832648084,2279.9941574962704,5.002216164042523,1189.049327145098,317.0782718430348,1.2391037855980191,680.025960728562,679.887525140389,-13.868552837567302,317.65230331098263,0.1034746238565429,60.74611387510542,60.7066387724904,-1.9611272710101708,740.7529090896543,740.5888089412585,-15.84302953405101,0
5.502499644452961,12.507777486411438,0.0134160092809111,2279.002581428268,4.951732581089874,1183.7515985073144,316.9173663181176,1.2175752495732048,677.5950224776474,677.4734834287358,-11.719302669271798,317.408360499556,0.1176449279783586,59.433214232558136,59.41929207642936,-1.490036626653337,737.0263511378126,736.9012287003463,-13.19748458348556,0
5.753124959947574,12.50864019483356,-0.0100364263323778,2279.002786670279,4.959813855515706,1183.7280368805957,316.9660435254222,1.248723256473235,684.8921761564745,684.7935327568405,-12.222555812518292,317.48974908499406,0.1047990226722235,60.28307597966618,60.24316991344037,-1.7546919591887995,745.1641568920438,744.9932520588859,-13.941095254860228,0
6.005688795908864,12.48237382936106,-0.0021878321699149,2278.993482401217,4.994477762107433,1193.258299134337,317.77441751188974,1.2464260695345084,681.8144926668156,681.6683335360023,-14.438645385339196,318.3547444256646,0.1307900119249855,59.48304199631552,59.46535091921415,-1.6218277146056324,741.3196826902882,741.1492725638982,-16.03149135041356,0
6.265335245173729,12.500599174560584,-0.0131826359725824,2279.9970318599057,4.9236791856678535,1177.0938450158417,317.9232705176378,1.2447380151800067,681.3454957075421,681.2185244273454,-13.203261109065606,318.49286316148675,0.1238953375207779,60.0566124023692,60.026903417058286,-1.87724026591447,741.408633268638,741.2388975959129,-15.094104363839737,0
6.512543849337354,12.501182816536264,-0.0049748903839155,2278.015265158598,5.00498523273004,1195.133416048253,317.7149798930131,1.210253496094175,682.6399173347245,682.4916285322569,-14.312779178974845,318.26262323884475,0.1163658907041275,60.55675581504677,60.50619971480746,-1.6699104569068317,743.1844590450801,743.040546471146,-15.98396897479455,0
6.767647158974612,12.515839019644044,-0.0040120943648186,2280.004092467155,4.952396175542702,1181.8710867515256,317.90622558658475,1.2274565785801357,682.5385446920409,682.4345555709807,-12.782550095440318,318.50543108993475,0.1144691444870582,59.669277001206176,59.65509550144541,-2.007990122567086,742.2223939834192,742.0769626690417,-14.798916955210188,0
7.021217506279104,12.49763051138702,0.0060166380286758,2277.9837521863496,4.994549029772864,1192.7488422171464,318.0901125500729,1.2333047680237217,683.6401333689143,683.4840628971958,-14.297803234691006,318.6714540333172,0.1005357954500536,60.10068429501198,60.0715896757637,-1.5423880997694628,743.7298020002611,743.5524354917919,-15.824805714552124,0
7.25974356856171,12.490256291064425,0.0029920526021483,2280.01085510196,4.975222193350127,1186.636863505771,318.05083591872784,1.249756111408292,681.8333938867813,681.7479761996202,-12.135292710691008,318.5888728873763,0.1185546106595947,60.43408990897855,60.41747465492461,-2.0078129654725227,742.2822874575716,742.1332610933787,-14.14300785912619,0
7.496632392336608,12.49905681095114,0.0140117415381956,2279.020191623506,4.999751548044424,1193.2684173062348,317.740527040937,1.225131842267854,678.6654062949734,678.5240599172622,-14.763122229074993,318.30594558672493,0.1104661502470111,58.65340189005817,58.63941829965325,-1.1204150282334608,737.3277160518862,737.1377515580411,-15.86548940343365,0
7.787244835636438,12.51619229485923,0.0228385615536519,2279.9756112076884,4.953149351985476,1184.2462728558696,317.6702586755429,1.242625550441028,688.948352182599,688.7934019994867,-15.30378240865725,318.3071685685684,0.1265979363624975,59.790091745895054,59.770482101243935,-1.962007696948876,748.758094696728,748.5535581885237,-17.24770388787592,0
8.006246648838145,12.499976683247931,0.010522659832021,2277.9901118478624,5.035152877652933,1202.3138727173362,317.82984945859795,1.237232810255255,682.970950912367,682.8087969742658,-13.151253388008836,318.4275779883484,0.1268544225593122,59.11929612924587,59.09942969506496,-1.4791654010917663,742.0768868201184,741.9118901563926,-14.614757522436689,0
8.27007206715288,12.506669196464328,0.0092595282538596,2279.991038505132,4.935211953574711,1181.8514514111002,317.7849331134566,1.2268093363162804,682.5590926673586,682.4144142200181,-12.927320632686651,318.38829481570247,0.1046081416320984,59.87159026902044,59.82616814514501,-1.670280600892732,742.4166154279309,742.2604679630824,-14.579943567879614,0
8.509360582542826,12.48257625620437,-0.0016236267191767,2278.996949304205,5.020253565593114,1198.057944445235,317.60449371983566,1.2172526660696563,683.9747750836403,683.7991693138654,-14.800022785913372,318.24298857828427,0.1183427284725164,60.12425028889792,60.08764645138164,-1.614387961543928,744.0685118296193,743.9033463903528,-16.435012508897234,0
8.772209002886678,12.50461554793581,-0.0182974036468922,2279.9970857785884,4.982810218327924,1191.4176067195638,317.8409688713716,1.242469361232163,683.4974874460405,683.3524236695607,-14.220252490767432,318.4535766374846,0.1199135559257407,59.18683820975653,59.16487641414744,-1.2737683577409495,742.661321512651,742.5264594078723,-15.480442991219205,0
9.035508980488984,12.496550958242722,-0.0026588674664712,2279.021984204281,5.026384505864297,1195.6932531112204,317.5186900755515,1.245384086327718,682.7919119841895,682.6453874275863,-13.98977667706989,318.11641469598226,0.1012229400472596,59.24744177520044,59.23081286513322,-1.4968255081357442,742.0690210668258,741.9026426946663,-15.4928227809594,0
9.258686688998411,12.50536794622894,-0.0182945692708567,2279.99564150863,4.989934911641571,1189.0405073429804,317.2545165225017,1.2291172985738985,684.3127071779244,684.1692573210438,-12.997197549368062,317.8995123559153,0.1143773244786025,60.31729848935805,60.288434553470175,-1.3430283262876774,744.6040714915846,744.4671667018705,-14.33769872856286,0
9.526807175910086,12.496982844577987,-0.0065948167267052,2278.9855079503936,5.006437430948309,1193.2720591225418,316.79525309570306,1.216488134232832,680.2512281060671,680.0902362709854,-15.20426311921123,317.4999932498964,0.1028085952986613,59.91369755636791,59.92911527530693,-1.1895732836054296,740.1835493689944,739.9904303277278,-16.400260239723213,0
9.77297917259255,12.504041152998347,0.0014625813885761,2280.0116368868685,4.969891727805713,1186.642420316787,316.7942325340237,1.2360539229272738,686.8517957334132,686.7234234709848,-13.277210291149697,317.4552810679443,0.1085389564604558,59.638106861699725,59.60568590909392,-1.480895493265461,746.4849268683525,746.3262711160838,-14.773201901407582,0
10.00724074900216,12.492328816342685,0.0178789311323433,2279.993114378786,4.99867640234741,1193.817563121704,316.89885706475974,1.1849945614825026,681.2686083928226,681.1502536523291,-12.932974812587664,317.5378776865334,0.1210332183366305,59.599693285195386,59.56970937251866,-1.3391482413479174,740.8484198235382,740.7033282759297,-14.296124432897583,0
