t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
-0.003368492867565798,12.507014347128795,-0.010852212466345915,2280.0087910941006,4.989596720648856,1193.8237068321184,315.2366031283054,1.2506863283419956,685.1624241699611,685.0446355402858,-11.502880320730114,315.6908960763321,0.11151452953112478,59.07925286204661,59.04364985561885,-1.7993838066663599,744.2462996294782,744.1235848969271,-13.327223541974863
0.2183848904223245,12.48830422650745,0.006970648488984083,2282.9978451685897,4.951945117370532,1183.4291357351133,312.9797386992481,1.1890549671445845,679.4500372508086,679.3439485783555,-10.513607164304712,313.5234197524626,0.11413799056361384,59.007542774672125,58.971259577708544,-1.8795435418427944,738.4357896959893,738.3349307056013,-12.35870923944393
0.4794263344741173,12.492357310349991,0.0032676120874754982,2282.9850980721408,4.919665866296384,1173.8473598766707,320.1429451144513,1.2347022919588213,687.7460907027547,687.6284781978379,-13.397969424516251,320.6662500217029,0.10398079907021676,59.86328870070731,59.84612835288478,-0.06067990901781208,747.5866632655923,747.4756834515624,-13.450351462719592
0.7284285208839713,12.483566556945421,0.0021679179565446253,2280.991736020581,4.937298862806785,1180.0050106998185,316.445278504069,1.2128271956388987,685.251378602243,685.1063567094039,-13.591112662665388,316.91987860183264,0.10095241463021941,58.70819356695528,58.68041014832787,-0.5922271143878849,743.9505602161852,743.8068083758986,-14.172588477113246
0.9855546066757387,12.483964681811525,0.01135607533435817,2279.9976558942017,4.928967445204239,1177.071142508127,315.56911864265675,1.2180745191857387,684.7489081235469,684.5949643129692,-13.837742203475738,316.0819599052653,0.11491802363052961,61.06569297008423,61.08291446230828,-0.6179118858957231,745.8185914723773,745.66285915853,-14.41901398857898
1.207820801268434,12.509248153263384,-0.00555221429782444,2280.986254723484,4.925075020716421,1177.6031738908862,314.16813716572113,1.2093871354996504,683.9952653780891,683.8873796797502,-11.723368668890581,314.60755677607165,0.11509684232833604,60.05226659474825,60.038827777536774,-1.110575798454406,744.0418316465446,743.9498971996813,-12.836735811557269
1.480934872233372,12.494894834217227,-0.0025497269226829097,2280.011212450681,4.959845231352241,1186.6376234269335,313.0439956867709,1.2274068951712187,686.2903616370564,686.1829360586106,-12.93014679052947,313.5732271649681,0.10065510397845237,58.46597129916935,58.46236332476438,0.2401143233693431,744.779192063819,744.6474493709449,-12.695651702816832
1.723120948777174,12.50978402450897,-0.009572851396657962,2280.9839695560477,4.989219668374607,1191.9347748821338,315.01327255617537,1.2523621871861488,687.6018945802102,687.4048709053576,-15.652582846960552,315.4581110653876,0.11233488784344524,57.88553333751414,57.90191035134059,0.26018045392122907,745.4805691253214,745.3070937723998,-15.431184009665637
1.9883868843851675,12.496678492020196,-0.0021382361056987314,2281.0058288821565,4.948371294118176,1184.767704940848,318.06062568172496,1.2516649686091204,685.5835512910076,685.4655904308124,-12.226221031835719,318.4544169255189,0.12754462493633975,59.76600185497099,59.762749325181524,0.29533436711304806,745.3273773776158,745.2352685068022,-11.912061893808309
2.243599200571201,12.505321179432233,0.012329333311193178,2281.001632810975,4.944973538979529,1182.3920878759259,317.5627703620514,1.2434700723435734,684.7714288668371,684.5826276430147,-16.02934553507166,318.02138307896655,0.13227365353469483,59.03133311311591,59.03766771383543,0.37673957825459997,743.7753044115541,743.6281664456245,-15.677835254685604
2.477712623763688,12.506263493209289,-0.0024099837214216096,2279.995516428251,4.937048454934504,1181.874842972643,310.8902663320462,1.2262336111936483,684.5892943381135,684.4762688510225,-12.559653210965728,311.53106047356124,0.1055525945603153,58.39739497275748,58.38067352412842,-0.24528498983686498,742.9754338940678,742.8433637057778,-12.810004763722485
2.7314965082265448,12.476013376579779,-0.007419297789177183,2281.0096552678974,4.968866811989911,1184.7701651884652,310.84241806918726,1.232913591000008,683.4246944642277,683.281072814436,-14.492772169779546,311.34446824827273,0.12558221980413872,59.16265839884388,59.17987409963398,0.3688738840940786,742.5994684005409,742.4600937962235,-14.157290334952316
2.969557792174828,12.516135143760405,0.0021863287312200255,2279.997977044146,4.962535988583734,1184.2561146153328,316.0402249190818,1.2496381384688933,689.4655879632191,689.2751680069706,-15.935463918269528,316.45975383562336,0.12720589190978326,58.53457447209206,58.53224633716588,0.5026388173099529,747.9572618319147,747.8133099219306,-15.43392263371995
3.2313401507467723,12.51433181447195,-0.007471173193144006,2281.0002393043724,4.938301248956223,1184.8031570960932,310.7554537760977,1.2201912431193496,684.5733532946746,684.4355506852677,-14.81691333083178,311.3853838469087,0.12399134387283797,57.22044408924597,57.24088795403164,0.006734987746282504,741.8102135389117,741.6351770527789,-14.818661688725403
3.470887503821679,12.49038072220919,0.0018844129545060755,2278.99325759847,4.982688402446339,1188.5052930832028,311.96276975729023,1.196621494329048,685.0788561200274,684.9656750523654,-11.60178225042455,312.63309628822117,0.10786999250272354,58.65065706105784,58.6567606584805,-0.67682801973598,743.7199951319797,743.6107666495421,-12.297689896483895
3.727870959284703,12.486089033514071,-0.002673527555730008,2279.990787010852,4.977203577477452,1191.4231424995862,312.42488859730213,1.2159917548207189,685.8210662071494,685.6758505628645,-13.55161218910155,313.1767508480263,0.10848271289653459,57.614434881642595,57.62234897414942,-0.6167580997841061,743.4635403777575,743.3130564432483,-14.171600992534806
3.9904299770459124,12.484194918569818,0.015759124358875692,2278.9907291647683,4.993895429106855,1190.8799187091038,316.10879822820476,1.2115780951546429,681.618598990121,681.4992350036615,-12.674873532308853,316.770923477429,0.1019067998983462,57.84272650385237,57.828709990359776,-1.1662349011620896,739.4535789625508,739.3277066121387,-13.829840003268197
4.2396712666484895,12.513672172731756,0.0002041352857351014,2280.9892709471305,4.948483339467661,1187.167888657973,313.02080202787664,1.195786805504018,683.6919379321837,683.5738722895352,-13.379361271938558,313.6813460385468,0.10752704127042616,57.709775695657484,57.700245704141885,-0.48471010635211514,741.389331151102,741.2549519972322,-13.860673231470006
4.486393473867611,12.485852167443841,-0.015368846703052377,2280.0021331230464,4.9687430908091,1186.638409470873,311.3425192318928,1.2350451175046906,686.4851372978242,686.3088588309264,-14.911671955568687,311.94660403807814,0.09577552128978498,58.213375794401514,58.2131604917087,-0.4583656835763883,744.6744601198492,744.5370533584112,-15.364452687964745
