t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.006841583362090678,12.50481527308354,0.007990401058901805,2280.9858849060342,4.962030980264906,1184.7701543748635,315.362447583297,1.2246680505801437,688.9784684555059,688.8508065118476,-12.594987220318732,316.03095980470675,0.09149229487109808,58.36248724683496,58.35204845899273,-1.151423077484668,747.3274980547736,747.2074654823954,-13.753812309157338
0.22759268434834745,12.52042910180162,0.0010299501668997407,2282.0021190155167,4.98109805244257,1194.8555746591305,317.40278661441243,1.2269024330727207,683.2175797424308,683.0838723081918,-13.722253368815482,317.8380275879149,0.12218543592908399,58.99030572140112,58.99944299095466,0.5522266271285844,742.2169447321705,742.0788009665857,-13.199618161027168
0.47737685355292453,12.492951583087144,-0.004034010393228734,2280.9873949927314,4.9413623764551575,1177.6270065604192,319.22118302126285,1.2492188921514875,688.1595176901345,688.0032228003466,-13.238598936036412,319.6948349265181,0.11212562482806937,59.35475772105367,59.375124615339544,-0.13873904976129764,747.5157091917611,747.3793118301751,-13.344293676372834
0.7111151933009694,12.503843105325267,-0.007773964627472717,2279.978276071916,4.924855686551829,1181.8673038727218,313.4989089358257,1.1871784207555034,681.365448170203,681.2755509039551,-11.86840319003716,314.18220063120725,0.10400729968510683,58.027624197418234,58.01388737951213,-0.7344958833249982,739.4116724681925,739.2949638785013,-12.585528165502378
0.9749767909049893,12.492777244667046,-0.015740589796005483,2279.990360237745,4.959698455324542,1186.6475198790495,317.2519961858407,1.2536752095695156,685.6217358843045,685.4600277364742,-13.932350004402924,317.7553376070642,0.08678428766938974,59.60384930239761,59.578412577840155,-1.6432138229090287,745.2128607791069,745.0439633115294,-15.56563426419931
1.2237113912254816,12.502401283277887,-0.011524980737799718,2278.9969135462725,4.983069676566549,1188.516521151432,318.5496258797068,1.2384237114883199,685.2647521656418,685.0617909716151,-15.37310589451379,319.06310585243517,0.11449106124107689,59.502317977942,59.515616713757666,-0.24884749946019225,744.7509430839127,744.5763294401034,-15.631462169332957
1.471275919154488,12.49593329979545,-0.009069306564224076,2280.003172695953,4.958074170194621,1184.2379411803572,311.7081539821254,1.222169152908035,690.1769462786434,690.0035140265912,-15.425522085459855,312.19936956185586,0.12208761978331882,58.58623092974719,58.58935375183359,0.520217891115665,748.7402421013505,748.5849789827039,-14.90817110805842
1.721222722417206,12.518061179379465,0.014814115312490099,2280.9855511127107,4.951585339572378,1184.7779266678892,317.99972426475597,1.2533567181980123,691.4476001606096,691.2736417922744,-14.78066834980869,318.38585294295444,0.11797141275111601,58.472978338179026,58.48058352695408,0.057900717526174914,749.8940792682847,749.7424417132994,-14.728197404231251
1.953288278826924,12.495004443338553,0.005867514741248596,2280.9979618606385,4.98279769853163,1189.547833792244,311.08199353143345,1.206744978723445,686.9606902881474,686.8675968531296,-12.11698548638006,311.77566205570423,0.11234473180649736,57.85646000631127,57.82809375348323,-0.3519170089465051,744.8259303129423,744.7197454110495,-12.458983177557627
2.22591817806049,12.515038797712872,1.0174405133324969e-05,2280.993590711973,4.973515202496334,1187.171743846217,310.68047701356727,1.2018124609893446,686.1453938312735,686.0114134767714,-14.835358997608923,311.3346934636224,0.10887751232958527,58.01811602275142,58.009299047185756,0.09806194970804452,744.159607116511,744.0261146464047,-14.724089934706262
2.457744598488257,12.482833246361247,-0.0035384130689835565,2281.99274431465,4.956840700191311,1182.903946935042,317.3327423274107,1.2345821504816543,683.2910147528809,683.1766911453088,-13.003433023026933,317.96310666738793,0.12009906093905082,57.87353079682475,57.85582993481662,-0.9680609326012309,741.1485942980129,741.0197107920951,-13.98191783184961
2.7247558700404655,12.488322366867015,-0.0043273088016046995,2281.0145741679053,4.958641451923339,1187.1608515596752,312.94577938574537,1.2207289478334307,686.1304989525794,686.0088369360951,-14.365854066445022,313.58502362306484,0.11900380627176395,57.804780905104145,57.80909374049474,-0.6126570822367872,743.9433428697482,743.7843899035927,-14.993030601679369
2.9544572562494325,12.49221637099149,-0.007153837140781331,2282.0044535693296,4.954985380500508,1185.2952415415618,310.32787284930015,1.200952447159596,685.8699286185926,685.7222685606736,-14.509461377804822,310.8678422543347,0.1030823472808266,58.37726112311024,58.37676675259529,0.18237646815138955,744.2341309401945,744.1216386737466,-14.336899908403222
3.217982685510242,12.482381389751614,-0.006723246464215836,2282.0016585114504,4.958450472288418,1180.5116505092237,317.4619654280456,1.2374712766267664,687.7905875009396,687.6724156248441,-11.935125216761621,318.1541459106433,0.11195697148197384,57.78200764798587,57.757688566698285,-1.2787209740393326,745.5504077152185,745.4277906834503,-13.256002291162813
3.4754116220678117,12.508683567533243,-0.00517217974476809,2280.9913019964492,5.008251452912324,1191.951768487668,314.3572784931585,1.2131413784696494,679.0366829968912,678.9514133576889,-10.610557631117157,315.0529195187011,0.09848979826493459,58.18329758899724,58.190824806208944,-0.7516100477991022,737.2040912490426,737.1198633789735,-11.350813068198866
3.720696961580857,12.503429118702398,-0.0020802936097802185,2281.0038473216655,4.976432372238424,1189.5509435664285,313.2737563740649,1.224683508715273,689.3578139779562,689.2098279429543,-14.405968444282465,313.94740183083394,0.09618780649986007,57.74782319941592,57.73313520864526,-0.45131285048000386,747.1066467363636,746.9331089911879,-14.85393343536018
