t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos ?1,cos ?2,cos ?3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz],[V],[V],[A],?S [VA],?P [W],?Q [var],cos ?,Label
47.391,119.278,120.544,118.673,208.252,207.325,205.349,1.06543,0.935552,0.75191,0.254369,127.083,112.775,89.2312,-116.014,-104.33,-81.3151,45.5163,34.5738,29.2274,0.912904,0.925116,0.911285,1.87593,2.00467,1.70889,60.0148,119.498,206.975,0.917631,329.089,-301.659,109.317,0.91665,0
47.407,119.278,120.544,118.673,208.252,207.325,205.349,1.06543,0.935552,0.75191,0.254369,127.083,112.775,89.2312,-116.014,-104.33,-81.3151,45.5163,34.5738,29.2274,0.912904,0.925116,0.911285,1.87593,2.00467,1.70889,60.0148,119.498,206.975,0.917631,329.089,-301.659,109.317,0.91665,0
47.422,119.278,120.544,118.673,208.252,207.325,205.349,1.06543,0.935552,0.75191,0.254369,127.083,112.775,89.2312,-116.014,-104.33,-81.3151,45.5163,34.5738,29.2274,0.912904,0.925116,0.911285,1.87593,2.00467,1.70889,60.0148,119.498,206.975,0.917631,329.089,-301.659,109.317,0.91665,0
47.454,119.278,120.544,118.673,208.252,207.325,205.349,1.06543,0.935552,0.75191,0.254369,127.083,112.775,89.2312,-116.014,-104.33,-81.3151,45.5163,34.5738,29.2274,0.912904,0.925116,0.911285,1.87593,2.00467,1.70889,60.0148,119.498,206.975,0.917631,329.089,-301.659,109.317,0.91665,0
47.469,119.278,120.544,118.673,208.252,207.325,205.349,1.06543,0.935552,0.75191,0.254369,127.083,112.775,89.2312,-116.014,-104.33,-81.3151,45.5163,34.5738,29.2274,0.912904,0.925116,0.911285,1.87593,2.00467,1.70889,60.0148,119.498,206.975,0.917631,329.089,-301.659,109.317,0.91665,0
47.485,119.278,120.544,118.673,208.252,207.325,205.349,1.06543,0.935552,0.75191,0.254369,127.083,112.775,89.2312,-116.014,-104.33,-81.3151,45.5163,34.5738,29.2274,0.912904,0.925116,0.911285,1.87593,2.00467,1.70889,60.0148,119.498,206.975,0.917631,329.089,-301.659,109.317,0.91665,0
47.5,119.278,120.544,118.673,208.252,207.325,205.349,1.06543,0.935552,0.75191,0.254369,127.083,112.775,89.2312,-116.014,-104.33,-81.3151,45.5163,34.5738,29.2274,0.912904,0.925116,0.911285,1.87593,2.00467,1.70889,60.0148,119.498,206.975,0.917631,329.089,-301.659,109.317,0.91665,0
47.532,119.278,120.544,118.673,208.252,207.325,205.349,1.06543,0.935552,0.75191,0.254369,127.083,112.775,89.2312,-116.014,-104.33,-81.3151,45.5163,34.5738,29.2274,0.912904,0.925116,0.911285,1.87593,2.00467,1.70889,60.0148,119.498,206.975,0.917631,329.089,-301.659,109.317,0.91665,0
47.547,119.149,120.47,118.654,208.093,207.229,205.221,1.06811,0.938566,0.753947,0.255277,127.265,113.069,89.459,-116.055,-104.473,-81.2862,46.1545,35.5378,30.1348,0.911916,0.923971,0.908641,1.70423,1.98652,1.65163,60.0148,119.425,206.848,0.920208,329.793,-301.813,111.827,0.915161,0
47.563,119.149,120.47,118.654,208.093,207.229,205.221,1.06811,0.938566,0.753947,0.255277,127.265,113.069,89.459,-116.055,-104.473,-81.2862,46.1545,35.5378,30.1348,0.911916,0.923971,0.908641,1.70423,1.98652,1.65163,60.0148,119.425,206.848,0.920208,329.793,-301.813,111.827,0.915161,0
47.594,119.149,120.47,118.654,208.093,207.229,205.221,1.06811,0.938566,0.753947,0.255277,127.265,113.069,89.459,-116.055,-104.473,-81.2862,46.1545,35.5378,30.1348,0.911916,0.923971,0.908641,1.70423,1.98652,1.65163,60.0148,119.425,206.848,0.920208,329.793,-301.813,111.827,0.915161,0
47.61,119.149,120.47,118.654,208.093,207.229,205.221,1.06811,0.938566,0.753947,0.255277,127.265,113.069,89.459,-116.055,-104.473,-81.2862,46.1545,35.5378,30.1348,0.911916,0.923971,0.908641,1.70423,1.98652,1.65163,60.0148,119.425,206.848,0.920208,329.793,-301.813,111.827,0.915161,0
47.625,119.149,120.47,118.654,208.093,207.229,205.221,1.06811,0.938566,0.753947,0.255277,127.265,113.069,89.459,-116.055,-104.473,-81.2862,46.1545,35.5378,30.1348,0.911916,0.923971,0.908641,1.70423,1.98652,1.65163,60.0148,119.425,206.848,0.920208,329.793,-301.813,111.827,0.915161,0
47.641,119.149,120.47,118.654,208.093,207.229,205.221,1.06811,0.938566,0.753947,0.255277,127.265,113.069,89.459,-116.055,-104.473,-81.2862,46.1545,35.5378,30.1348,0.911916,0.923971,0.908641,1.70423,1.98652,1.65163,60.0148,119.425,206.848,0.920208,329.793,-301.813,111.827,0.915161,0
47.672,119.149,120.47,118.654,208.093,207.229,205.221,1.06811,0.938566,0.753947,0.255277,127.265,113.069,89.459,-116.055,-104.473,-81.2862,46.1545,35.5378,30.1348,0.911916,0.923971,0.908641,1.70423,1.98652,1.65163,60.0148,119.425,206.848,0.920208,329.793,-301.813,111.827,0.915161,0
47.688,119.149,120.47,118.654,208.093,207.229,205.221,1.06811,0.938566,0.753947,0.255277,127.265,113.069,89.459,-116.055,-104.473,-81.2862,46.1545,35.5378,30.1348,0.911916,0.923971,0.908641,1.70423,1.98652,1.65163,60.0148,119.425,206.848,0.920208,329.793,-301.813,111.827,0.915161,0
47.704,119.149,120.47,118.654,208.093,207.229,205.221,1.06811,0.938566,0.753947,0.255277,127.265,113.069,89.459,-116.055,-104.473,-81.2862,46.1545,35.5378,30.1348,0.911916,0.923971,0.908641,1.70423,1.98652,1.65163,60.0148,119.425,206.848,0.920208,329.793,-301.813,111.827,0.915161,0
47.735,119.149,120.47,118.654,208.093,207.229,205.221,1.06811,0.938566,0.753947,0.252721,127.265,113.069,89.459,-116.055,-104.473,-81.2862,46.1545,35.5378,30.1348,0.911916,0.923971,0.908641,1.70423,1.98652,1.65163,60.0148,119.425,206.848,0.920208,329.793,-301.813,111.827,0.915161,0
47.75,119.193,120.518,118.618,208.157,207.278,205.203,1.06967,0.942342,0.758686,0.252721,127.498,113.569,89.9936,-115.811,-104.546,-81.5763,47.2542,36.6669,30.9846,0.908342,0.920555,0.906468,1.86449,1.9716,1.68308,60.0148,119.443,206.879,0.923567,331.06,-301.934,114.906,0.912022,0
47.766,119.193,120.518,118.618,208.157,207.278,205.203,1.06967,0.942342,0.758686,0.252721,127.498,113.569,89.9936,-115.811,-104.546,-81.5763,47.2542,36.6669,30.9846,0.908342,0.920555,0.906468,1.86449,1.9716,1.68308,60.0148,119.443,206.879,0.923567,331.06,-301.934,114.906,0.912022,0
47.782,119.193,120.518,118.618,208.157,207.278,205.203,1.06967,0.942342,0.758686,0.252721,127.498,113.569,89.9936,-115.811,-104.546,-81.5763,47.2542,36.6669,30.9846,0.908342,0.920555,0.906468,1.86449,1.9716,1.68308,60.0148,119.443,206.879,0.923567,331.06,-301.934,114.906,0.912022,0
47.813,119.193,120.518,118.618,208.157,207.278,205.203,1.06967,0.942342,0.758686,0.252721,127.498,113.569,89.9936,-115.811,-104.546,-81.5763,47.2542,36.6669,30.9846,0.908342,0.920555,0.906468,1.86449,1.9716,1.68308,60.0148,119.443,206.879,0.923567,331.06,-301.934,114.906,0.912022,0
47.829,119.193,120.518,118.618,208.157,207.278,205.203,1.06967,0.942342,0.758686,0.252721,127.498,113.569,89.9936,-115.811,-104.546,-81.5763,47.2542,36.6669,30.9846,0.908342,0.920555,0.906468,1.86449,1.9716,1.68308,60.0148,119.443,206.879,0.923567,331.06,-301.934,114.906,0.912022,0
47.844,119.193,120.518,118.618,208.157,207.278,205.203,1.06967,0.942342,0.758686,0.252721,127.498,113.569,89.9936,-115.811,-104.546,-81.5763,47.2542,36.6669,30.9846,0.908342,0.920555,0.906468,1.86449,1.9716,1.68308,60.0148,119.443,206.879,0.923567,331.06,-301.934,114.906,0.912022,0
47.875,119.193,120.518,118.618,208.157,207.278,205.203,1.06967,0.942342,0.758686,0.252721,127.498,113.569,89.9936,-115.811,-104.546,-81.5763,47.2542,36.6669,30.9846,0.908342,0.920555,0.906468,1.86449,1.9716,1.68308,60.0148,119.443,206.879,0.923567,331.06,-301.934,114.906,0.912022,0
47.891,119.193,120.518,118.618,208.157,207.278,205.203,1.06967,0.942342,0.758686,0.252721,127.498,113.569,89.9936,-115.811,-104.546,-81.5763,47.2542,36.6669,30.9846,0.908342,0.920555,0.906468,1.86449,1.9716,1.68308,60.0148,119.443,206.879,0.923567,331.06,-301.934,114.906,0.912022,0
47.907,119.193,120.518,118.618,208.157,207.278,205.203,1.06967,0.942342,0.758686,0.252721,127.498,113.569,89.9936,-115.811,-104.546,-81.5763,47.2542,36.6669,30.9846,0.908342,0.920555,0.906468,1.86449,1.9716,1.68308,60.0148,119.443,206.879,0.923567,331.06,-301.934,114.906,0.912022,0
47.922,119.193,120.518,118.618,208.157,207.278,205.203,1.06967,0.942342,0.758686,0.252721,127.498,113.569,89.9936,-115.811,-104.546,-81.5763,47.2542,36.6669,30.9846,0.908342,0.920555,0.906468,1.86449,1.9716,1.68308,60.0148,119.443,206.879,0.923567,331.06,-301.934,114.906,0.912022,0
47.954,119.103,120.538,118.635,208.136,207.316,205.095,1.07188,0.944712,0.75986,0.252448,127.664,113.874,90.1457,-115.642,-104.632,-81.4463,47.5956,37.2157,31.4637,0.905832,0.918844,0.903496,1.71695,1.93278,1.63657,60.0148,119.425,206.849,0.925484,331.684,-301.721,116.275,0.909664,0
47.969,119.103,120.538,118.635,208.136,207.316,205.095,1.07188,0.944712,0.75986,0.252448,127.664,113.874,90.1457,-115.642,-104.632,-81.4463,47.5956,37.2157,31.4637,0.905832,0.918844,0.903496,1.71695,1.93278,1.63657,60.0148,119.425,206.849,0.925484,331.684,-301.721,116.275,0.909664,0
47.985,119.103,120.538,118.635,208.136,207.316,205.095,1.07188,0.944712,0.75986,0.252448,127.664,113.874,90.1457,-115.642,-104.632,-81.4463,47.5956,37.2157,31.4637,0.905832,0.918844,0.903496,1.71695,1.93278,1.63657,60.0148,119.425,206.849,0.925484,331.684,-301.721,116.275,0.909664,0
48,119.103,120.538,118.635,208.136,207.316,205.095,1.07188,0.944712,0.75986,0.252448,127.664,113.874,90.1457,-115.642,-104.632,-81.4463,47.5956,37.2157,31.4637,0.905832,0.918844,0.903496,1.71695,1.93278,1.63657,60.0148,119.425,206.849,0.925484,331.684,-301.721,116.275,0.909664,0
48.032,119.103,120.538,118.635,208.136,207.316,205.095,1.07188,0.944712,0.75986,0.252448,127.664,113.874,90.1457,-115.642,-104.632,-81.4463,47.5956,37.2157,31.4637,0.905832,0.918844,0.903496,1.71695,1.93278,1.63657,60.0148,119.425,206.849,0.925484,331.684,-301.721,116.275,0.909664,0
48.047,119.103,120.538,118.635,208.136,207.316,205.095,1.07188,0.944712,0.75986,0.252448,127.664,113.874,90.1457,-115.642,-104.632,-81.4463,47.5956,37.2157,31.4637,0.905832,0.918844,0.903496,1.71695,1.93278,1.63657,60.0148,119.425,206.849,0.925484,331.684,-301.721,116.275,0.909664,0
48.063,119.103,120.538,118.635,208.136,207.316,205.095,1.07188,0.944712,0.75986,0.252448,127.664,113.874,90.1457,-115.642,-104.632,-81.4463,47.5956,37.2157,31.4637,0.905832,0.918844,0.903496,1.71695,1.93278,1.63657,60.0148,119.425,206.849,0.925484,331.684,-301.721,116.275,0.909664,0
48.094,119.103,120.538,118.635,208.136,207.316,205.095,1.07188,0.944712,0.75986,0.252448,127.664,113.874,90.1457,-115.642,-104.632,-81.4463,47.5956,37.2157,31.4637,0.905832,0.918844,0.903496,1.71695,1.93278,1.63657,60.0148,119.425,206.849,0.925484,331.684,-301.721,116.275,0.909664,0
48.11,119.103,120.538,118.635,208.136,207.316,205.095,1.07188,0.944712,0.75986,0.252448,127.664,113.874,90.1457,-115.642,-104.632,-81.4463,47.5956,37.2157,31.4637,0.905832,0.918844,0.903496,1.71695,1.93278,1.63657,60.0148,119.425,206.849,0.925484,331.684,-301.721,116.275,0.909664,0
48.125,119.103,120.538,118.635,208.136,207.316,205.095,1.07188,0.944712,0.75986,0.252448,127.664,113.874,90.1457,-115.642,-104.632,-81.4463,47.5956,37.2157,31.4637,0.905832,0.918844,0.903496,1.71695,1.93278,1.63657,60.0148,119.425,206.849,0.925484,331.684,-301.721,116.275,0.909664,0
48.141,119.151,120.519,118.591,208.126,207.274,205.121,1.0732,0.946629,0.765153,0.25115,127.873,114.086,90.7404,-115.667,-104.52,-81.837,48.3537,38.2294,32.4854,0.904544,0.916146,0.901881,1.87046,1.96684,1.69866,60.0148,119.42,206.84,0.928328,332.7,-302.024,119.069,0.907796,0
48.172,119.151,120.519,118.591,208.126,207.274,205.121,1.0732,0.946629,0.765153,0.25115,127.873,114.086,90.7404,-115.667,-104.52,-81.837,48.3537,38.2294,32.4854,0.904544,0.916146,0.901881,1.87046,1.96684,1.69866,60.0148,119.42,206.84,0.928328,332.7,-302.024,119.069,0.907796,0
48.188,119.151,120.519,118.591,208.126,207.274,205.121,1.0732,0.946629,0.765153,0.25115,127.873,114.086,90.7404,-115.667,-104.52,-81.837,48.3537,38.2294,32.4854,0.904544,0.916146,0.901881,1.87046,1.96684,1.69866,60.0148,119.42,206.84,0.928328,332.7,-302.024,119.069,0.907796,0
48.204,119.151,120.519,118.591,208.126,207.274,205.121,1.0732,0.946629,0.765153,0.25115,127.873,114.086,90.7404,-115.667,-104.52,-81.837,48.3537,38.2294,32.4854,0.904544,0.916146,0.901881,1.87046,1.96684,1.69866,60.0148,119.42,206.84,0.928328,332.7,-302.024,119.069,0.907796,0
48.235,119.151,120.519,118.591,208.126,207.274,205.121,1.0732,0.946629,0.765153,0.25115,127.873,114.086,90.7404,-115.667,-104.52,-81.837,48.3537,38.2294,32.4854,0.904544,0.916146,0.901881,1.87046,1.96684,1.69866,60.0148,119.42,206.84,0.928328,332.7,-302.024,119.069,0.907796,0
48.25,119.151,120.519,118.591,208.126,207.274,205.121,1.0732,0.946629,0.765153,0.25115,127.873,114.086,90.7404,-115.667,-104.52,-81.837,48.3537,38.2294,32.4854,0.904544,0.916146,0.901881,1.87046,1.96684,1.69866,60.0148,119.42,206.84,0.928328,332.7,-302.024,119.069,0.907796,0
48.266,119.151,120.519,118.591,208.126,207.274,205.121,1.0732,0.946629,0.765153,0.25115,127.873,114.086,90.7404,-115.667,-104.52,-81.837,48.3537,38.2294,32.4854,0.904544,0.916146,0.901881,1.87046,1.96684,1.69866,60.0148,119.42,206.84,0.928328,332.7,-302.024,119.069,0.907796,0
48.282,119.151,120.519,118.591,208.126,207.274,205.121,1.0732,0.946629,0.765153,0.25115,127.873,114.086,90.7404,-115.667,-104.52,-81.837,48.3537,38.2294,32.4854,0.904544,0.916146,0.901881,1.87046,1.96684,1.69866,60.0148,119.42,206.84,0.928328,332.7,-302.024,119.069,0.907796,0
48.313,119.151,120.519,118.591,208.126,207.274,205.121,1.0732,0.946629,0.765153,0.25115,127.873,114.086,90.7404,-115.667,-104.52,-81.837,48.3537,38.2294,32.4854,0.904544,0.916146,0.901881,1.87046,1.96684,1.69866,60.0148,119.42,206.84,0.928328,332.7,-302.024,119.069,0.907796,0
48.329,119.151,120.519,118.591,208.126,207.274,205.121,1.0732,0.946629,0.765153,0.25115,127.873,114.086,90.7404,-115.667,-104.52,-81.837,48.3537,38.2294,32.4854,0.904544,0.916146,0.901881,1.87046,1.96684,1.69866,60.0148,119.42,206.84,0.928328,332.7,-302.024,119.069,0.907796,0
48.344,119.108,120.456,118.636,208.04,207.226,205.149,1.07458,0.947695,0.763472,0.252369,127.991,114.156,90.5751,-115.762,-104.625,-81.644,48.5152,38.141,32.4092,0.904454,0.916512,0.901395,1.75023,1.9928,1.66412,60.0148,119.4,206.805,0.928583,332.722,-302.031,119.065,0.907758,0
48.375,119.108,120.456,118.636,208.04,207.226,205.149,1.07458,0.947695,0.763472,0.252369,127.991,114.156,90.5751,-115.762,-104.625,-81.644,48.5152,38.141,32.4092,0.904454,0.916512,0.901395,1.75023,1.9928,1.66412,60.0148,119.4,206.805,0.928583,332.722,-302.031,119.065,0.907758,0
48.391,119.108,120.456,118.636,208.04,207.226,205.149,1.07458,0.947695,0.763472,0.252369,127.991,114.156,90.5751,-115.762,-104.625,-81.644,48.5152,38.141,32.4092,0.904454,0.916512,0.901395,1.75023,1.9928,1.66412,60.0148,119.4,206.805,0.928583,332.722,-302.031,119.065,0.907758,0
48.407,119.108,120.456,118.636,208.04,207.226,205.149,1.07458,0.947695,0.763472,0.252369,127.991,114.156,90.5751,-115.762,-104.625,-81.644,48.5152,38.141,32.4092,0.904454,0.916512,0.901395,1.75023,1.9928,1.66412,60.0148,119.4,206.805,0.928583,332.722,-302.031,119.065,0.907758,0
48.422,119.108,120.456,118.636,208.04,207.226,205.149,1.07458,0.947695,0.763472,0.252369,127.991,114.156,90.5751,-115.762,-104.625,-81.644,48.5152,38.141,32.4092,0.904454,0.916512,0.901395,1.75023,1.9928,1.66412,60.0148,119.4,206.805,0.928583,332.722,-302.031,119.065,0.907758,0
48.454,119.108,120.456,118.636,208.04,207.226,205.149,1.07458,0.947695,0.763472,0.252369,127.991,114.156,90.5751,-115.762,-104.625,-81.644,48.5152,38.141,32.4092,0.904454,0.916512,0.901395,1.75023,1.9928,1.66412,60.0148,119.4,206.805,0.928583,332.722,-302.031,119.065,0.907758,0
48.469,119.108,120.456,118.636,208.04,207.226,205.149,1.07458,0.947695,0.763472,0.252369,127.991,114.156,90.5751,-115.762,-104.625,-81.644,48.5152,38.141,32.4092,0.904454,0.916512,0.901395,1.75023,1.9928,1.66412,60.0148,119.4,206.805,0.928583,332.722,-302.031,119.065,0.907758,0
48.485,119.108,120.456,118.636,208.04,207.226,205.149,1.07458,0.947695,0.763472,0.252369,127.991,114.156,90.5751,-115.762,-104.625,-81.644,48.5152,38.141,32.4092,0.904454,0.916512,0.901395,1.75023,1.9928,1.66412,60.0148,119.4,206.805,0.928583,332.722,-302.031,119.065,0.907758,0
48.5,119.108,120.456,118.636,208.04,207.226,205.149,1.07458,0.947695,0.763472,0.252369,127.991,114.156,90.5751,-115.762,-104.625,-81.644,48.5152,38.141,32.4092,0.904454,0.916512,0.901395,1.75023,1.9928,1.66412,60.0148,119.4,206.805,0.928583,332.722,-302.031,119.065,0.907758,0
48.532,119.108,120.456,118.636,208.04,207.226,205.149,1.07458,0.947695,0.763472,0.252369,127.991,114.156,90.5751,-115.762,-104.625,-81.644,48.5152,38.141,32.4092,0.904454,0.916512,0.901395,1.75023,1.9928,1.66412,60.0148,119.4,206.805,0.928583,332.722,-302.031,119.065,0.907758,0
48.547,119.139,120.529,118.559,208.151,207.247,205.064,1.0587,0.943326,0.751911,0.249431,126.132,113.698,89.1457,-114.292,-104.476,-80.259,45.3922,34.3552,28.4049,0.906128,0.918891,0.900313,1.72338,1.93837,1.63176,60.0148,119.409,206.821,0.917977,328.976,-299.027,108.152,0.908963,0
48.563,119.139,120.529,118.559,208.151,207.247,205.064,1.0587,0.943326,0.751911,0.249431,126.132,113.698,89.1457,-114.292,-104.476,-80.259,45.3922,34.3552,28.4049,0.906128,0.918891,0.900313,1.72338,1.93837,1.63176,60.0148,119.409,206.821,0.917977,328.976,-299.027,108.152,0.908963,0
48.594,119.139,120.529,118.559,208.151,207.247,205.064,1.0587,0.943326,0.751911,0.249431,126.132,113.698,89.1457,-114.292,-104.476,-80.259,45.3922,34.3552,28.4049,0.906128,0.918891,0.900313,1.72338,1.93837,1.63176,60.0148,119.409,206.821,0.917977,328.976,-299.027,108.152,0.908963,0
48.61,119.139,120.529,118.559,208.151,207.247,205.064,1.0587,0.943326,0.751911,0.249431,126.132,113.698,89.1457,-114.292,-104.476,-80.259,45.3922,34.3552,28.4049,0.906128,0.918891,0.900313,1.72338,1.93837,1.63176,60.0148,119.409,206.821,0.917977,328.976,-299.027,108.152,0.908963,0
48.625,119.139,120.529,118.559,208.151,207.247,205.064,1.0587,0.943326,0.751911,0.249431,126.132,113.698,89.1457,-114.292,-104.476,-80.259,45.3922,34.3552,28.4049,0.906128,0.918891,0.900313,1.72338,1.93837,1.63176,60.0148,119.409,206.821,0.917977,328.976,-299.027,108.152,0.908963,0
48.641,119.139,120.529,118.559,208.151,207.247,205.064,1.0587,0.943326,0.751911,0.249431,126.132,113.698,89.1457,-114.292,-104.476,-80.259,45.3922,34.3552,28.4049,0.906128,0.918891,0.900313,1.72338,1.93837,1.63176,60.0148,119.409,206.821,0.917977,328.976,-299.027,108.152,0.908963,0
48.672,119.139,120.529,118.559,208.151,207.247,205.064,1.0587,0.943326,0.751911,0.249431,126.132,113.698,89.1457,-114.292,-104.476,-80.259,45.3922,34.3552,28.4049,0.906128,0.918891,0.900313,1.72338,1.93837,1.63176,60.0148,119.409,206.821,0.917977,328.976,-299.027,108.152,0.908963,0
48.688,119.139,120.529,118.559,208.151,207.247,205.064,1.0587,0.943326,0.751911,0.249431,126.132,113.698,89.1457,-114.292,-104.476,-80.259,45.3922,34.3552,28.4049,0.906128,0.918891,0.900313,1.72338,1.93837,1.63176,60.0148,119.409,206.821,0.917977,328.976,-299.027,108.152,0.908963,0
48.704,119.139,120.529,118.559,208.151,207.247,205.064,1.0587,0.943326,0.751911,0.249431,126.132,113.698,89.1457,-114.292,-104.476,-80.259,45.3922,34.3552,28.4049,0.906128,0.918891,0.900313,1.72338,1.93837,1.63176,60.0148,119.409,206.821,0.917977,328.976,-299.027,108.152,0.908963,0
48.735,119.139,120.529,118.559,208.151,207.247,205.064,1.0587,0.943326,0.751911,0.249431,126.132,113.698,89.1457,-114.292,-104.476,-80.259,45.3922,34.3552,28.4049,0.906128,0.918891,0.900313,1.72338,1.93837,1.63176,60.0148,119.409,206.821,0.917977,328.976,-299.027,108.152,0.908963,0
48.75,119.128,120.528,118.615,208.17,207.271,205.097,1.0521,0.922656,0.740203,0.249033,125.335,111.205,87.7993,-114.416,-103.129,-79.899,42.1425,31.2684,26.4171,0.912887,0.927371,0.910019,1.68238,1.93171,1.59643,60.0148,119.424,206.846,0.904985,324.339,-297.444,99.8281,0.917076,0
48.766,119.128,120.528,118.615,208.17,207.271,205.097,1.0521,0.922656,0.740203,0.249033,125.335,111.205,87.7993,-114.416,-103.129,-79.899,42.1425,31.2684,26.4171,0.912887,0.927371,0.910019,1.68238,1.93171,1.59643,60.0148,119.424,206.846,0.904985,324.339,-297.444,99.8281,0.917076,0
48.782,119.128,120.528,118.615,208.17,207.271,205.097,1.0521,0.922656,0.740203,0.249033,125.335,111.205,87.7993,-114.416,-103.129,-79.899,42.1425,31.2684,26.4171,0.912887,0.927371,0.910019,1.68238,1.93171,1.59643,60.0148,119.424,206.846,0.904985,324.339,-297.444,99.8281,0.917076,0
48.813,119.128,120.528,118.615,208.17,207.271,205.097,1.0521,0.922656,0.740203,0.249033,125.335,111.205,87.7993,-114.416,-103.129,-79.899,42.1425,31.2684,26.4171,0.912887,0.927371,0.910019,1.68238,1.93171,1.59643,60.0148,119.424,206.846,0.904985,324.339,-297.444,99.8281,0.917076,0
48.829,119.128,120.528,118.615,208.17,207.271,205.097,1.0521,0.922656,0.740203,0.249033,125.335,111.205,87.7993,-114.416,-103.129,-79.899,42.1425,31.2684,26.4171,0.912887,0.927371,0.910019,1.68238,1.93171,1.59643,60.0148,119.424,206.846,0.904985,324.339,-297.444,99.8281,0.917076,0
48.844,119.128,120.528,118.615,208.17,207.271,205.097,1.0521,0.922656,0.740203,0.249033,125.335,111.205,87.7993,-114.416,-103.129,-79.899,42.1425,31.2684,26.4171,0.912887,0.927371,0.910019,1.68238,1.93171,1.59643,60.0148,119.424,206.846,0.904985,324.339,-297.444,99.8281,0.917076,0
48.875,119.128,120.528,118.615,208.17,207.271,205.097,1.0521,0.922656,0.740203,0.249033,125.335,111.205,87.7993,-114.416,-103.129,-79.899,42.1425,31.2684,26.4171,0.912887,0.927371,0.910019,1.68238,1.93171,1.59643,60.0148,119.424,206.846,0.904985,324.339,-297.444,99.8281,0.917076,0
48.891,119.128,120.528,118.615,208.17,207.271,205.097,1.0521,0.922656,0.740203,0.249033,125.335,111.205,87.7993,-114.416,-103.129,-79.899,42.1425,31.2684,26.4171,0.912887,0.927371,0.910019,1.68238,1.93171,1.59643,60.0148,119.424,206.846,0.904985,324.339,-297.444,99.8281,0.917076,0
48.907,119.128,120.528,118.615,208.17,207.271,205.097,1.0521,0.922656,0.740203,0.249033,125.335,111.205,87.7993,-114.416,-103.129,-79.899,42.1425,31.2684,26.4171,0.912887,0.927371,0.910019,1.68238,1.93171,1.59643,60.0148,119.424,206.846,0.904985,324.339,-297.444,99.8281,0.917076,0
48.922,119.128,120.528,118.615,208.17,207.271,205.097,1.0521,0.922656,0.740203,0.249033,125.335,111.205,87.7993,-114.416,-103.129,-79.899,42.1425,31.2684,26.4171,0.912887,0.927371,0.910019,1.68238,1.93171,1.59643,60.0148,119.424,206.846,0.904985,324.339,-297.444,99.8281,0.917076,0
48.954,119.189,120.554,118.641,208.179,207.348,205.207,1.04936,0.930277,0.745164,0.249937,125.072,112.149,88.4069,-114.313,-103.46,-80.9554,42.7381,32.6288,26.8222,0.913972,0.922523,0.915713,1.91454,1.99769,1.70998,60.0148,119.461,206.911,0.908268,325.628,-298.728,102.189,0.91739,0
48.969,119.189,120.554,118.641,208.179,207.348,205.207,1.04936,0.930277,0.745164,0.249937,125.072,112.149,88.4069,-114.313,-103.46,-80.9554,42.7381,32.6288,26.8222,0.913972,0.922523,0.915713,1.91454,1.99769,1.70998,60.0148,119.461,206.911,0.908268,325.628,-298.728,102.189,0.91739,0
48.985,119.189,120.554,118.641,208.179,207.348,205.207,1.04936,0.930277,0.745164,0.249937,125.072,112.149,88.4069,-114.313,-103.46,-80.9554,42.7381,32.6288,26.8222,0.913972,0.922523,0.915713,1.91454,1.99769,1.70998,60.0148,119.461,206.911,0.908268,325.628,-298.728,102.189,0.91739,0
49,119.189,120.554,118.641,208.179,207.348,205.207,1.04936,0.930277,0.745164,0.249937,125.072,112.149,88.4069,-114.313,-103.46,-80.9554,42.7381,32.6288,26.8222,0.913972,0.922523,0.915713,1.91454,1.99769,1.70998,60.0148,119.461,206.911,0.908268,325.628,-298.728,102.189,0.91739,0
49.032,119.189,120.554,118.641,208.179,207.348,205.207,1.04936,0.930277,0.745164,0.249937,125.072,112.149,88.4069,-114.313,-103.46,-80.9554,42.7381,32.6288,26.8222,0.913972,0.922523,0.915713,1.91454,1.99769,1.70998,60.0148,119.461,206.911,0.908268,325.628,-298.728,102.189,0.91739,0
49.047,119.189,120.554,118.641,208.179,207.348,205.207,1.04936,0.930277,0.745164,0.249937,125.072,112.149,88.4069,-114.313,-103.46,-80.9554,42.7381,32.6288,26.8222,0.913972,0.922523,0.915713,1.91454,1.99769,1.70998,60.0148,119.461,206.911,0.908268,325.628,-298.728,102.189,0.91739,0
49.063,119.189,120.554,118.641,208.179,207.348,205.207,1.04936,0.930277,0.745164,0.249937,125.072,112.149,88.4069,-114.313,-103.46,-80.9554,42.7381,32.6288,26.8222,0.913972,0.922523,0.915713,1.91454,1.99769,1.70998,60.0148,119.461,206.911,0.908268,325.628,-298.728,102.189,0.91739,0
49.094,119.189,120.554,118.641,208.179,207.348,205.207,1.04936,0.930277,0.745164,0.249937,125.072,112.149,88.4069,-114.313,-103.46,-80.9554,42.7381,32.6288,26.8222,0.913972,0.922523,0.915713,1.91454,1.99769,1.70998,60.0148,119.461,206.911,0.908268,325.628,-298.728,102.189,0.91739,0
