t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos ?1,cos ?2,cos ?3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz],[V],[V],[A],?S [VA],?P [W],?Q [var],cos ?,Label
229.313,119.066,120.434,118.541,207.995,207.148,204.996,1.06945,0.940188,0.759883,0.24565,127.335,113.23,90.077,-115.662,-104.477,-81.6051,46.0213,35.1096,30.3725,0.908328,0.922698,0.905948,1.86221,1.98979,1.70376,60.0246,119.347,206.713,0.923176,330.643,-301.745,111.503,0.912601,0
229.329,119.066,120.434,118.541,207.995,207.148,204.996,1.06945,0.940188,0.759883,0.24565,127.335,113.23,90.077,-115.662,-104.477,-81.6051,46.0213,35.1096,30.3725,0.908328,0.922698,0.905948,1.86221,1.98979,1.70376,60.0246,119.347,206.713,0.923176,330.643,-301.745,111.503,0.912601,0
229.344,119.066,120.434,118.541,207.995,207.148,204.996,1.06945,0.940188,0.759883,0.24565,127.335,113.23,90.077,-115.662,-104.477,-81.6051,46.0213,35.1096,30.3725,0.908328,0.922698,0.905948,1.86221,1.98979,1.70376,60.0246,119.347,206.713,0.923176,330.643,-301.745,111.503,0.912601,0
229.36,119.066,120.434,118.541,207.995,207.148,204.996,1.06945,0.940188,0.759883,0.24565,127.335,113.23,90.077,-115.662,-104.477,-81.6051,46.0213,35.1096,30.3725,0.908328,0.922698,0.905948,1.86221,1.98979,1.70376,60.0246,119.347,206.713,0.923176,330.643,-301.745,111.503,0.912601,0
229.391,119.066,120.434,118.541,207.995,207.148,204.996,1.06945,0.940188,0.759883,0.24565,127.335,113.23,90.077,-115.662,-104.477,-81.6051,46.0213,35.1096,30.3725,0.908328,0.922698,0.905948,1.86221,1.98979,1.70376,60.0246,119.347,206.713,0.923176,330.643,-301.745,111.503,0.912601,0
229.407,119.066,120.434,118.541,207.995,207.148,204.996,1.06945,0.940188,0.759883,0.24565,127.335,113.23,90.077,-115.662,-104.477,-81.6051,46.0213,35.1096,30.3725,0.908328,0.922698,0.905948,1.86221,1.98979,1.70376,60.0246,119.347,206.713,0.923176,330.643,-301.745,111.503,0.912601,0
229.422,119.066,120.434,118.541,207.995,207.148,204.996,1.06945,0.940188,0.759883,0.24565,127.335,113.23,90.077,-115.662,-104.477,-81.6051,46.0213,35.1096,30.3725,0.908328,0.922698,0.905948,1.86221,1.98979,1.70376,60.0246,119.347,206.713,0.923176,330.643,-301.745,111.503,0.912601,0
229.454,119.066,120.434,118.541,207.995,207.148,204.996,1.06945,0.940188,0.759883,0.24565,127.335,113.23,90.077,-115.662,-104.477,-81.6051,46.0213,35.1096,30.3725,0.908328,0.922698,0.905948,1.86221,1.98979,1.70376,60.0246,119.347,206.713,0.923176,330.643,-301.745,111.503,0.912601,0
229.469,119.066,120.434,118.541,207.995,207.148,204.996,1.06945,0.940188,0.759883,0.24565,127.335,113.23,90.077,-115.662,-104.477,-81.6051,46.0213,35.1096,30.3725,0.908328,0.922698,0.905948,1.86221,1.98979,1.70376,60.0246,119.347,206.713,0.923176,330.643,-301.745,111.503,0.912601,0
229.485,119.066,120.434,118.541,207.995,207.148,204.996,1.06945,0.940188,0.759883,0.24565,127.335,113.23,90.077,-115.662,-104.477,-81.6051,46.0213,35.1096,30.3725,0.908328,0.922698,0.905948,1.86221,1.98979,1.70376,60.0246,119.347,206.713,0.923176,330.643,-301.745,111.503,0.912601,0
229.5,119.067,120.414,118.502,207.992,207.071,204.978,1.07252,0.94385,0.760562,0.248378,127.701,113.653,90.1279,-115.803,-104.556,-81.3885,46.5778,35.9569,31.0521,0.906827,0.919961,0.903034,1.87812,2.00307,1.69754,60.0246,119.328,206.68,0.925644,331.482,-301.748,113.587,0.910299,0
229.532,119.067,120.414,118.502,207.992,207.071,204.978,1.07252,0.94385,0.760562,0.248378,127.701,113.653,90.1279,-115.803,-104.556,-81.3885,46.5778,35.9569,31.0521,0.906827,0.919961,0.903034,1.87812,2.00307,1.69754,60.0246,119.328,206.68,0.925644,331.482,-301.748,113.587,0.910299,0
229.547,119.067,120.414,118.502,207.992,207.071,204.978,1.07252,0.94385,0.760562,0.248378,127.701,113.653,90.1279,-115.803,-104.556,-81.3885,46.5778,35.9569,31.0521,0.906827,0.919961,0.903034,1.87812,2.00307,1.69754,60.0246,119.328,206.68,0.925644,331.482,-301.748,113.587,0.910299,0
229.563,119.067,120.414,118.502,207.992,207.071,204.978,1.07252,0.94385,0.760562,0.248378,127.701,113.653,90.1279,-115.803,-104.556,-81.3885,46.5778,35.9569,31.0521,0.906827,0.919961,0.903034,1.87812,2.00307,1.69754,60.0246,119.328,206.68,0.925644,331.482,-301.748,113.587,0.910299,0
229.579,119.067,120.414,118.502,207.992,207.071,204.978,1.07252,0.94385,0.760562,0.248378,127.701,113.653,90.1279,-115.803,-104.556,-81.3885,46.5778,35.9569,31.0521,0.906827,0.919961,0.903034,1.87812,2.00307,1.69754,60.0246,119.328,206.68,0.925644,331.482,-301.748,113.587,0.910299,0
229.61,119.067,120.414,118.502,207.992,207.071,204.978,1.07252,0.94385,0.760562,0.248378,127.701,113.653,90.1279,-115.803,-104.556,-81.3885,46.5778,35.9569,31.0521,0.906827,0.919961,0.903034,1.87812,2.00307,1.69754,60.0246,119.328,206.68,0.925644,331.482,-301.748,113.587,0.910299,0
229.625,119.067,120.414,118.502,207.992,207.071,204.978,1.07252,0.94385,0.760562,0.248378,127.701,113.653,90.1279,-115.803,-104.556,-81.3885,46.5778,35.9569,31.0521,0.906827,0.919961,0.903034,1.87812,2.00307,1.69754,60.0246,119.328,206.68,0.925644,331.482,-301.748,113.587,0.910299,0
229.641,119.067,120.414,118.502,207.992,207.071,204.978,1.07252,0.94385,0.760562,0.248378,127.701,113.653,90.1279,-115.803,-104.556,-81.3885,46.5778,35.9569,31.0521,0.906827,0.919961,0.903034,1.87812,2.00307,1.69754,60.0246,119.328,206.68,0.925644,331.482,-301.748,113.587,0.910299,0
229.672,119.067,120.414,118.502,207.992,207.071,204.978,1.07252,0.94385,0.760562,0.248378,127.701,113.653,90.1279,-115.803,-104.556,-81.3885,46.5778,35.9569,31.0521,0.906827,0.919961,0.903034,1.87812,2.00307,1.69754,60.0246,119.328,206.68,0.925644,331.482,-301.748,113.587,0.910299,0
229.688,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.248378,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.704,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.24172,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.719,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.24172,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.75,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.24172,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.766,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.24172,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.782,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.24172,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.813,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.24172,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.829,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.24172,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.844,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.24172,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.86,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.24172,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.891,119.077,120.481,118.507,208.093,207.147,204.943,1.06882,0.943436,0.762014,0.243221,127.272,113.666,90.3037,-115.457,-104.689,-81.5278,45.8642,35.2795,30.8518,0.907164,0.921027,0.902817,1.87619,1.99828,1.71203,60.0246,119.355,206.727,0.924756,331.242,-301.674,111.995,0.910736,0
229.907,119.075,120.453,118.496,208.065,207.099,204.946,1.07057,0.944919,0.761,0.243221,127.478,113.818,90.1755,-115.526,-104.755,-81.3173,46.2257,35.5464,31.0748,0.906244,0.920376,0.901767,1.88912,2.00741,1.69989,60.0246,119.341,206.704,0.925496,331.471,-301.599,112.847,0.909879,0
229.922,119.075,120.453,118.496,208.065,207.099,204.946,1.07057,0.944919,0.761,0.243221,127.478,113.818,90.1755,-115.526,-104.755,-81.3173,46.2257,35.5464,31.0748,0.906244,0.920376,0.901767,1.88912,2.00741,1.69989,60.0246,119.341,206.704,0.925496,331.471,-301.599,112.847,0.909879,0
229.954,119.075,120.453,118.496,208.065,207.099,204.946,1.07057,0.944919,0.761,0.243221,127.478,113.818,90.1755,-115.526,-104.755,-81.3173,46.2257,35.5464,31.0748,0.906244,0.920376,0.901767,1.88912,2.00741,1.69989,60.0246,119.341,206.704,0.925496,331.471,-301.599,112.847,0.909879,0
229.969,119.075,120.453,118.496,208.065,207.099,204.946,1.07057,0.944919,0.761,0.243221,127.478,113.818,90.1755,-115.526,-104.755,-81.3173,46.2257,35.5464,31.0748,0.906244,0.920376,0.901767,1.88912,2.00741,1.69989,60.0246,119.341,206.704,0.925496,331.471,-301.599,112.847,0.909879,0
229.985,119.075,120.453,118.496,208.065,207.099,204.946,1.07057,0.944919,0.761,0.243221,127.478,113.818,90.1755,-115.526,-104.755,-81.3173,46.2257,35.5464,31.0748,0.906244,0.920376,0.901767,1.88912,2.00741,1.69989,60.0246,119.341,206.704,0.925496,331.471,-301.599,112.847,0.909879,0
230,119.075,120.453,118.496,208.065,207.099,204.946,1.07057,0.944919,0.761,0.243221,127.478,113.818,90.1755,-115.526,-104.755,-81.3173,46.2257,35.5464,31.0748,0.906244,0.920376,0.901767,1.88912,2.00741,1.69989,60.0246,119.341,206.704,0.925496,331.471,-301.599,112.847,0.909879,0
230.032,119.075,120.453,118.496,208.065,207.099,204.946,1.07057,0.944919,0.761,0.243221,127.478,113.818,90.1755,-115.526,-104.755,-81.3173,46.2257,35.5464,31.0748,0.906244,0.920376,0.901767,1.88912,2.00741,1.69989,60.0246,119.341,206.704,0.925496,331.471,-301.599,112.847,0.909879,0
230.047,119.075,120.453,118.496,208.065,207.099,204.946,1.07057,0.944919,0.761,0.243221,127.478,113.818,90.1755,-115.526,-104.755,-81.3173,46.2257,35.5464,31.0748,0.906244,0.920376,0.901767,1.88912,2.00741,1.69989,60.0246,119.341,206.704,0.925496,331.471,-301.599,112.847,0.909879,0
230.063,119.075,120.453,118.496,208.065,207.099,204.946,1.07057,0.944919,0.761,0.243221,127.478,113.818,90.1755,-115.526,-104.755,-81.3173,46.2257,35.5464,31.0748,0.906244,0.920376,0.901767,1.88912,2.00741,1.69989,60.0246,119.341,206.704,0.925496,331.471,-301.599,112.847,0.909879,0
230.079,119.075,120.453,118.496,208.065,207.099,204.946,1.07057,0.944919,0.761,0.243221,127.478,113.818,90.1755,-115.526,-104.755,-81.3173,46.2257,35.5464,31.0748,0.906244,0.920376,0.901767,1.88912,2.00741,1.69989,60.0246,119.341,206.704,0.925496,331.471,-301.599,112.847,0.909879,0
230.11,119.024,120.381,118.492,207.935,207.033,204.925,1.0697,0.94923,0.768309,0.244933,127.32,114.27,91.0386,-115.138,-104.59,-81.7899,45.891,36.612,31.4056,0.904318,0.915294,0.89841,1.8777,1.97071,1.6358,60.0246,119.299,206.631,0.929081,332.629,-301.518,113.909,0.906472,0
230.125,119.024,120.381,118.492,207.935,207.033,204.925,1.0697,0.94923,0.768309,0.244933,127.32,114.27,91.0386,-115.138,-104.59,-81.7899,45.891,36.612,31.4056,0.904318,0.915294,0.89841,1.8777,1.97071,1.6358,60.0246,119.299,206.631,0.929081,332.629,-301.518,113.909,0.906472,0
230.141,119.024,120.381,118.492,207.935,207.033,204.925,1.0697,0.94923,0.768309,0.244933,127.32,114.27,91.0386,-115.138,-104.59,-81.7899,45.891,36.612,31.4056,0.904318,0.915294,0.89841,1.8777,1.97071,1.6358,60.0246,119.299,206.631,0.929081,332.629,-301.518,113.909,0.906472,0
230.172,119.024,120.381,118.492,207.935,207.033,204.925,1.0697,0.94923,0.768309,0.244933,127.32,114.27,91.0386,-115.138,-104.59,-81.7899,45.891,36.612,31.4056,0.904318,0.915294,0.89841,1.8777,1.97071,1.6358,60.0246,119.299,206.631,0.929081,332.629,-301.518,113.909,0.906472,0
230.188,119.024,120.381,118.492,207.935,207.033,204.925,1.0697,0.94923,0.768309,0.244933,127.32,114.27,91.0386,-115.138,-104.59,-81.7899,45.891,36.612,31.4056,0.904318,0.915294,0.89841,1.8777,1.97071,1.6358,60.0246,119.299,206.631,0.929081,332.629,-301.518,113.909,0.906472,0
230.204,119.024,120.381,118.492,207.935,207.033,204.925,1.0697,0.94923,0.768309,0.244933,127.32,114.27,91.0386,-115.138,-104.59,-81.7899,45.891,36.612,31.4056,0.904318,0.915294,0.89841,1.8777,1.97071,1.6358,60.0246,119.299,206.631,0.929081,332.629,-301.518,113.909,0.906472,0
230.219,119.024,120.381,118.492,207.935,207.033,204.925,1.0697,0.94923,0.768309,0.244933,127.32,114.27,91.0386,-115.138,-104.59,-81.7899,45.891,36.612,31.4056,0.904318,0.915294,0.89841,1.8777,1.97071,1.6358,60.0246,119.299,206.631,0.929081,332.629,-301.518,113.909,0.906472,0
230.25,119.024,120.381,118.492,207.935,207.033,204.925,1.0697,0.94923,0.768309,0.244933,127.32,114.27,91.0386,-115.138,-104.59,-81.7899,45.891,36.612,31.4056,0.904318,0.915294,0.89841,1.8777,1.97071,1.6358,60.0246,119.299,206.631,0.929081,332.629,-301.518,113.909,0.906472,0
230.266,119.024,120.381,118.492,207.935,207.033,204.925,1.0697,0.94923,0.768309,0.244933,127.32,114.27,91.0386,-115.138,-104.59,-81.7899,45.891,36.612,31.4056,0.904318,0.915294,0.89841,1.8777,1.97071,1.6358,60.0246,119.299,206.631,0.929081,332.629,-301.518,113.909,0.906472,0
230.282,119.024,120.381,118.492,207.935,207.033,204.925,1.0697,0.94923,0.768309,0.244933,127.32,114.27,91.0386,-115.138,-104.59,-81.7899,45.891,36.612,31.4056,0.904318,0.915294,0.89841,1.8777,1.97071,1.6358,60.0246,119.299,206.631,0.929081,332.629,-301.518,113.909,0.906472,0
230.313,118.963,120.306,118.501,207.764,206.996,204.912,1.06416,0.947414,0.763477,0.24812,126.595,113.98,90.4731,-113.847,-104.111,-81.486,45.6788,36.9429,30.2686,0.899301,0.913415,0.900666,1.83109,1.98722,1.61975,60.0246,119.257,206.557,0.925016,331.048,-299.444,112.89,0.904533,0
230.329,118.963,120.306,118.501,207.764,206.996,204.912,1.06416,0.947414,0.763477,0.24812,126.595,113.98,90.4731,-113.847,-104.111,-81.486,45.6788,36.9429,30.2686,0.899301,0.913415,0.900666,1.83109,1.98722,1.61975,60.0246,119.257,206.557,0.925016,331.048,-299.444,112.89,0.904533,0
230.344,118.963,120.306,118.501,207.764,206.996,204.912,1.06416,0.947414,0.763477,0.24812,126.595,113.98,90.4731,-113.847,-104.111,-81.486,45.6788,36.9429,30.2686,0.899301,0.913415,0.900666,1.83109,1.98722,1.61975,60.0246,119.257,206.557,0.925016,331.048,-299.444,112.89,0.904533,0
230.36,118.963,120.306,118.501,207.764,206.996,204.912,1.06416,0.947414,0.763477,0.24812,126.595,113.98,90.4731,-113.847,-104.111,-81.486,45.6788,36.9429,30.2686,0.899301,0.913415,0.900666,1.83109,1.98722,1.61975,60.0246,119.257,206.557,0.925016,331.048,-299.444,112.89,0.904533,0
230.391,118.963,120.306,118.501,207.764,206.996,204.912,1.06416,0.947414,0.763477,0.24812,126.595,113.98,90.4731,-113.847,-104.111,-81.486,45.6788,36.9429,30.2686,0.899301,0.913415,0.900666,1.83109,1.98722,1.61975,60.0246,119.257,206.557,0.925016,331.048,-299.444,112.89,0.904533,0
230.407,118.963,120.306,118.501,207.764,206.996,204.912,1.06416,0.947414,0.763477,0.24812,126.595,113.98,90.4731,-113.847,-104.111,-81.486,45.6788,36.9429,30.2686,0.899301,0.913415,0.900666,1.83109,1.98722,1.61975,60.0246,119.257,206.557,0.925016,331.048,-299.444,112.89,0.904533,0
230.422,118.963,120.306,118.501,207.764,206.996,204.912,1.06416,0.947414,0.763477,0.24812,126.595,113.98,90.4731,-113.847,-104.111,-81.486,45.6788,36.9429,30.2686,0.899301,0.913415,0.900666,1.83109,1.98722,1.61975,60.0246,119.257,206.557,0.925016,331.048,-299.444,112.89,0.904533,0
230.454,118.963,120.306,118.501,207.764,206.996,204.912,1.06416,0.947414,0.763477,0.24812,126.595,113.98,90.4731,-113.847,-104.111,-81.486,45.6788,36.9429,30.2686,0.899301,0.913415,0.900666,1.83109,1.98722,1.61975,60.0246,119.257,206.557,0.925016,331.048,-299.444,112.89,0.904533,0
230.469,118.963,120.306,118.501,207.764,206.996,204.912,1.06416,0.947414,0.763477,0.24812,126.595,113.98,90.4731,-113.847,-104.111,-81.486,45.6788,36.9429,30.2686,0.899301,0.913415,0.900666,1.83109,1.98722,1.61975,60.0246,119.257,206.557,0.925016,331.048,-299.444,112.89,0.904533,0
230.485,118.963,120.306,118.501,207.764,206.996,204.912,1.06416,0.947414,0.763477,0.24812,126.595,113.98,90.4731,-113.847,-104.111,-81.486,45.6788,36.9429,30.2686,0.899301,0.913415,0.900666,1.83109,1.98722,1.61975,60.0246,119.257,206.557,0.925016,331.048,-299.444,112.89,0.904533,0
230.5,119.097,120.263,118.448,207.903,206.808,205.028,1.07175,0.931594,0.763201,0.246253,127.642,112.037,90.3999,-115.974,-102.35,-80.8855,44.6959,34.9167,32.0997,0.908584,0.913539,0.894752,1.90903,2.01003,1.71906,60.0246,119.27,206.58,0.922181,330.079,-299.209,111.712,0.906477,0
230.532,119.097,120.263,118.448,207.903,206.808,205.028,1.07175,0.931594,0.763201,0.246253,127.642,112.037,90.3999,-115.974,-102.35,-80.8855,44.6959,34.9167,32.0997,0.908584,0.913539,0.894752,1.90903,2.01003,1.71906,60.0246,119.27,206.58,0.922181,330.079,-299.209,111.712,0.906477,0
230.547,119.097,120.263,118.448,207.903,206.808,205.028,1.07175,0.931594,0.763201,0.246253,127.642,112.037,90.3999,-115.974,-102.35,-80.8855,44.6959,34.9167,32.0997,0.908584,0.913539,0.894752,1.90903,2.01003,1.71906,60.0246,119.27,206.58,0.922181,330.079,-299.209,111.712,0.906477,0
230.563,119.097,120.263,118.448,207.903,206.808,205.028,1.07175,0.931594,0.763201,0.246253,127.642,112.037,90.3999,-115.974,-102.35,-80.8855,44.6959,34.9167,32.0997,0.908584,0.913539,0.894752,1.90903,2.01003,1.71906,60.0246,119.27,206.58,0.922181,330.079,-299.209,111.712,0.906477,0
230.579,119.097,120.263,118.448,207.903,206.808,205.028,1.07175,0.931594,0.763201,0.246253,127.642,112.037,90.3999,-115.974,-102.35,-80.8855,44.6959,34.9167,32.0997,0.908584,0.913539,0.894752,1.90903,2.01003,1.71906,60.0246,119.27,206.58,0.922181,330.079,-299.209,111.712,0.906477,0
230.61,119.097,120.263,118.448,207.903,206.808,205.028,1.07175,0.931594,0.763201,0.246253,127.642,112.037,90.3999,-115.974,-102.35,-80.8855,44.6959,34.9167,32.0997,0.908584,0.913539,0.894752,1.90903,2.01003,1.71906,60.0246,119.27,206.58,0.922181,330.079,-299.209,111.712,0.906477,0
230.625,119.097,120.263,118.448,207.903,206.808,205.028,1.07175,0.931594,0.763201,0.246253,127.642,112.037,90.3999,-115.974,-102.35,-80.8855,44.6959,34.9167,32.0997,0.908584,0.913539,0.894752,1.90903,2.01003,1.71906,60.0246,119.27,206.58,0.922181,330.079,-299.209,111.712,0.906477,0
230.641,119.097,120.263,118.448,207.903,206.808,205.028,1.07175,0.931594,0.763201,0.246253,127.642,112.037,90.3999,-115.974,-102.35,-80.8855,44.6959,34.9167,32.0997,0.908584,0.913539,0.894752,1.90903,2.01003,1.71906,60.0246,119.27,206.58,0.922181,330.079,-299.209,111.712,0.906477,0
230.672,119.097,120.263,118.448,207.903,206.808,205.028,1.07175,0.931594,0.763201,0.246253,127.642,112.037,90.3999,-115.974,-102.35,-80.8855,44.6959,34.9167,32.0997,0.908584,0.913539,0.894752,1.90903,2.01003,1.71906,60.0246,119.27,206.58,0.922181,330.079,-299.209,111.712,0.906477,0
230.688,119.013,120.382,118.522,207.894,207.088,204.943,1.0773,0.947858,0.777424,0.246253,128.212,114.105,92.1415,-115.48,-104.132,-82.3138,46.4578,37.1415,32.035,0.900691,0.912598,0.893341,1.8637,1.96504,1.62396,60.0246,119.306,206.642,0.934192,334.459,-301.925,115.634,0.902728,0
230.704,119.013,120.382,118.522,207.894,207.088,204.943,1.0773,0.947858,0.777424,0.245866,128.212,114.105,92.1415,-115.48,-104.132,-82.3138,46.4578,37.1415,32.035,0.900691,0.912598,0.893341,1.8637,1.96504,1.62396,60.0246,119.306,206.642,0.934192,334.459,-301.925,115.634,0.902728,0
230.719,119.013,120.382,118.522,207.894,207.088,204.943,1.0773,0.947858,0.777424,0.245866,128.212,114.105,92.1415,-115.48,-104.132,-82.3138,46.4578,37.1415,32.035,0.900691,0.912598,0.893341,1.8637,1.96504,1.62396,60.0246,119.306,206.642,0.934192,334.459,-301.925,115.634,0.902728,0
230.75,119.013,120.382,118.522,207.894,207.088,204.943,1.0773,0.947858,0.777424,0.245866,128.212,114.105,92.1415,-115.48,-104.132,-82.3138,46.4578,37.1415,32.035,0.900691,0.912598,0.893341,1.8637,1.96504,1.62396,60.0246,119.306,206.642,0.934192,334.459,-301.925,115.634,0.902728,0
230.766,119.013,120.382,118.522,207.894,207.088,204.943,1.0773,0.947858,0.777424,0.245866,128.212,114.105,92.1415,-115.48,-104.132,-82.3138,46.4578,37.1415,32.035,0.900691,0.912598,0.893341,1.8637,1.96504,1.62396,60.0246,119.306,206.642,0.934192,334.459,-301.925,115.634,0.902728,0
230.782,119.013,120.382,118.522,207.894,207.088,204.943,1.0773,0.947858,0.777424,0.245866,128.212,114.105,92.1415,-115.48,-104.132,-82.3138,46.4578,37.1415,32.035,0.900691,0.912598,0.893341,1.8637,1.96504,1.62396,60.0246,119.306,206.642,0.934192,334.459,-301.925,115.634,0.902728,0
230.813,119.013,120.382,118.522,207.894,207.088,204.943,1.0773,0.947858,0.777424,0.245866,128.212,114.105,92.1415,-115.48,-104.132,-82.3138,46.4578,37.1415,32.035,0.900691,0.912598,0.893341,1.8637,1.96504,1.62396,60.0246,119.306,206.642,0.934192,334.459,-301.925,115.634,0.902728,0
230.829,119.013,120.382,118.522,207.894,207.088,204.943,1.0773,0.947858,0.777424,0.245866,128.212,114.105,92.1415,-115.48,-104.132,-82.3138,46.4578,37.1415,32.035,0.900691,0.912598,0.893341,1.8637,1.96504,1.62396,60.0246,119.306,206.642,0.934192,334.459,-301.925,115.634,0.902728,0
230.844,119.013,120.382,118.522,207.894,207.088,204.943,1.0773,0.947858,0.777424,0.245866,128.212,114.105,92.1415,-115.48,-104.132,-82.3138,46.4578,37.1415,32.035,0.900691,0.912598,0.893341,1.8637,1.96504,1.62396,60.0246,119.306,206.642,0.934192,334.459,-301.925,115.634,0.902728,0
230.86,119.013,120.382,118.522,207.894,207.088,204.943,1.0773,0.947858,0.777424,0.245866,128.212,114.105,92.1415,-115.48,-104.132,-82.3138,46.4578,37.1415,32.035,0.900691,0.912598,0.893341,1.8637,1.96504,1.62396,60.0246,119.306,206.642,0.934192,334.459,-301.925,115.634,0.902728,0
230.891,119.113,120.405,118.438,208.081,206.964,204.949,1.09027,0.943136,0.765406,0.243486,129.865,113.558,90.6531,-116.485,-103.563,-80.5987,46.6657,35.2714,32.6986,0.896963,0.911983,0.889089,1.81552,1.85897,1.61298,60.0246,119.319,206.665,0.932937,334.077,-300.647,114.636,0.899932,0
230.907,119.113,120.405,118.438,208.081,206.964,204.949,1.09027,0.943136,0.765406,0.243486,129.865,113.558,90.6531,-116.485,-103.563,-80.5987,46.6657,35.2714,32.6986,0.896963,0.911983,0.889089,1.81552,1.85897,1.61298,60.0246,119.319,206.665,0.932937,334.077,-300.647,114.636,0.899932,0
230.922,119.113,120.405,118.438,208.081,206.964,204.949,1.09027,0.943136,0.765406,0.243486,129.865,113.558,90.6531,-116.485,-103.563,-80.5987,46.6657,35.2714,32.6986,0.896963,0.911983,0.889089,1.81552,1.85897,1.61298,60.0246,119.319,206.665,0.932937,334.077,-300.647,114.636,0.899932,0
230.954,119.113,120.405,118.438,208.081,206.964,204.949,1.09027,0.943136,0.765406,0.243486,129.865,113.558,90.6531,-116.485,-103.563,-80.5987,46.6657,35.2714,32.6986,0.896963,0.911983,0.889089,1.81552,1.85897,1.61298,60.0246,119.319,206.665,0.932937,334.077,-300.647,114.636,0.899932,0
230.969,119.113,120.405,118.438,208.081,206.964,204.949,1.09027,0.943136,0.765406,0.243486,129.865,113.558,90.6531,-116.485,-103.563,-80.5987,46.6657,35.2714,32.6986,0.896963,0.911983,0.889089,1.81552,1.85897,1.61298,60.0246,119.319,206.665,0.932937,334.077,-300.647,114.636,0.899932,0
230.985,119.113,120.405,118.438,208.081,206.964,204.949,1.09027,0.943136,0.765406,0.243486,129.865,113.558,90.6531,-116.485,-103.563,-80.5987,46.6657,35.2714,32.6986,0.896963,0.911983,0.889089,1.81552,1.85897,1.61298,60.0246,119.319,206.665,0.932937,334.077,-300.647,114.636,0.899932,0
231,119.113,120.405,118.438,208.081,206.964,204.949,1.09027,0.943136,0.765406,0.243486,129.865,113.558,90.6531,-116.485,-103.563,-80.5987,46.6657,35.2714,32.6986,0.896963,0.911983,0.889089,1.81552,1.85897,1.61298,60.0246,119.319,206.665,0.932937,334.077,-300.647,114.636,0.899932,0
