t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos (phi)1,cos (phi)2,cos (phi)3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz], [V], [V]2, [A],Tot S [VA],Tot P [W],Tot Q [var],cos(phi),Label
5.343,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.375,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.39,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.406,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.421,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.453,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.468,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.484,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.5,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.531,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.546,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.562,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.593,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.609,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.625,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.64,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.671,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.687,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.703,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.734,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.75,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.765,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.781,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.812,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.828,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.843,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.875,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.89,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.906,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.921,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.953,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.968,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.984,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.031,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.046,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.062,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.093,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.109,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.125,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.14,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.171,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.187,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.203,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.234,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.25,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.265,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.281,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.312,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.328,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.343,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.375,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.39,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.406,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.421,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.453,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.468,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.484,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.5,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.531,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.546,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.562,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
6.593,113.453,117.547,118.991,200.148,207.05,198.941,2.11845,2.20939,1.36156,0.949574,240.344,259.706,162.013,-70.0999,-113.414,-134.572,156.971,179.193,69.9427,0.291665,0.436703,0.830627,2.15416,1.75872,1.72298,59.9874,116.664,202.046,1.89646,662.063,-318.087,406.107,0.480448,2
5.188,105.316,111.299,118.148,187.154,204.363,188.137,2.62075,2.95049,1.04377,1.77837,276.009,328.385,123.319,30.3266,-48.7981,-101.495,271.493,322.744,62.8843,0.109875,0.1486,0.823026,2.46096,1.86629,2.04388,59.9781,111.588,193.218,2.20501,727.713,-119.966,657.122,0.164854,2
5.204,105.316,111.299,118.148,187.154,204.363,188.137,2.62075,2.95049,1.04377,1.77837,276.009,328.385,123.319,30.3266,-48.7981,-101.495,271.493,322.744,62.8843,0.109875,0.1486,0.823026,2.46096,1.86629,2.04388,59.9781,111.588,193.218,2.20501,727.713,-119.966,657.122,0.164854,2
5.219,105.316,111.299,118.148,187.154,204.363,188.137,2.62075,2.95049,1.04377,1.77837,276.009,328.385,123.319,30.3266,-48.7981,-101.495,271.493,322.744,62.8843,0.109875,0.1486,0.823026,2.46096,1.86629,2.04388,59.9781,111.588,193.218,2.20501,727.713,-119.966,657.122,0.164854,2
5.25,105.316,111.299,118.148,187.154,204.363,188.137,2.62075,2.95049,1.04377,1.77837,276.009,328.385,123.319,30.3266,-48.7981,-101.495,271.493,322.744,62.8843,0.109875,0.1486,0.823026,2.46096,1.86629,2.04388,59.9781,111.588,193.218,2.20501,727.713,-119.966,657.122,0.164854,2
5.266,105.316,111.299,118.148,187.154,204.363,188.137,2.62075,2.95049,1.04377,1.77837,276.009,328.385,123.319,30.3266,-48.7981,-101.495,271.493,322.744,62.8843,0.109875,0.1486,0.823026,2.46096,1.86629,2.04388,59.9781,111.588,193.218,2.20501,727.713,-119.966,657.122,0.164854,2
5.282,105.316,111.299,118.148,187.154,204.363,188.137,2.62075,2.95049,1.04377,1.77837,276.009,328.385,123.319,30.3266,-48.7981,-101.495,271.493,322.744,62.8843,0.109875,0.1486,0.823026,2.46096,1.86629,2.04388,59.9781,111.588,193.218,2.20501,727.713,-119.966,657.122,0.164854,2
5.297,105.316,111.299,118.148,187.154,204.363,188.137,2.62075,2.95049,1.04377,1.77837,276.009,328.385,123.319,30.3266,-48.7981,-101.495,271.493,322.744,62.8843,0.109875,0.1486,0.823026,2.46096,1.86629,2.04388,59.9781,111.588,193.218,2.20501,727.713,-119.966,657.122,0.164854,2
5.329,105.316,111.299,118.148,187.154,204.363,188.137,2.62075,2.95049,1.04377,1.77837,276.009,328.385,123.319,30.3266,-48.7981,-101.495,271.493,322.744,62.8843,0.109875,0.1486,0.823026,2.46096,1.86629,2.04388,59.9781,111.588,193.218,2.20501,727.713,-119.966,657.122,0.164854,2
5.344,105.316,111.299,118.148,187.154,204.363,188.137,2.62075,2.95049,1.04377,1.77837,276.009,328.385,123.319,30.3266,-48.7981,-101.495,271.493,322.744,62.8843,0.109875,0.1486,0.823026,2.46096,1.86629,2.04388,59.9781,111.588,193.218,2.20501,727.713,-119.966,657.122,0.164854,2
5.36,105.316,111.299,118.148,187.154,204.363,188.137,2.62075,2.95049,1.04377,1.77837,276.009,328.385,123.319,30.3266,-48.7981,-101.495,271.493,322.744,62.8843,0.109875,0.1486,0.823026,2.46096,1.86629,2.04388,59.9781,111.588,193.218,2.20501,727.713,-119.966,657.122,0.164854,2
5.391,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.7824,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.407,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.7824,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.422,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.7824,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.438,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.7824,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.454,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.7824,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.469,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.7824,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.5,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.7824,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.516,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.7824,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.532,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.7824,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.563,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.7824,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.579,105.732,111.399,118.601,187.523,204.738,189.089,2.51733,2.88989,1.07183,1.06321,266.162,321.931,127.121,27.3972,-47.5165,-109.191,262.798,316.826,59.2884,0.102934,0.147599,0.858954,2.27385,1.76279,1.8597,59.9781,111.911,193.784,2.15968,715.214,-129.31,638.913,0.180799,2
5.344,103.921,111.952,114.119,186.757,200.965,183.643,3.08362,2.89859,1.00456,1.31988,320.455,324.504,114.64,57.011,-51.1787,-32.2215,256.465,289.333,63.4901,0.177907,0.157714,0.281067,2.59423,1.87794,2.07455,59.9594,109.998,190.455,2.32893,759.598,-26.3891,609.288,0.0347409,2
5.359,103.921,111.952,114.119,186.757,200.965,183.643,3.08362,2.89859,1.00456,1.31988,320.455,324.504,114.64,57.011,-51.1787,-32.2215,256.465,289.333,63.4901,0.177907,0.157714,0.281067,2.59423,1.87794,2.07455,59.9594,109.998,190.455,2.32893,759.598,-26.3891,609.288,0.0347409,2
5.375,103.921,111.952,114.119,186.757,200.965,183.643,3.08362,2.89859,1.00456,1.31988,320.455,324.504,114.64,57.011,-51.1787,-32.2215,256.465,289.333,63.4901,0.177907,0.157714,0.281067,2.59423,1.87794,2.07455,59.9594,109.998,190.455,2.32893,759.598,-26.3891,609.288,0.0347409,2
