t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos (phi)1,cos (phi)2,cos (phi)3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz], [V], [V]2, [A],Tot S [VA],Tot P [W],Tot Q [var],cos(phi),Label
5.032,114.516,117.112,115.423,200.712,202.32,198.075,3.32312,3.38838,2.98873,0.26549,380.551,396.821,344.968,-134.066,-152.794,-128.504,255.859,272.472,229.96,0.352296,0.385045,0.372511,2.43361,2.12023,1.86251,59.976,115.684,200.369,3.23341,1122.34,-415.365,758.291,0.370088,4
5.047,114.516,117.112,115.423,200.712,202.32,198.075,3.32312,3.38838,2.98873,0.26549,380.551,396.821,344.968,-134.066,-152.794,-128.504,255.859,272.472,229.96,0.352296,0.385045,0.372511,2.43361,2.12023,1.86251,59.976,115.684,200.369,3.23341,1122.34,-415.365,758.291,0.370088,4
5.063,114.516,117.112,115.423,200.712,202.32,198.075,3.32312,3.38838,2.98873,0.26549,380.551,396.821,344.968,-134.066,-152.794,-128.504,255.859,272.472,229.96,0.352296,0.385045,0.372511,2.43361,2.12023,1.86251,59.976,115.684,200.369,3.23341,1122.34,-415.365,758.291,0.370088,4
5.094,114.516,117.112,115.423,200.712,202.32,198.075,3.32312,3.38838,2.98873,0.26549,380.551,396.821,344.968,-134.066,-152.794,-128.504,255.859,272.472,229.96,0.352296,0.385045,0.372511,2.43361,2.12023,1.86251,59.976,115.684,200.369,3.23341,1122.34,-415.365,758.291,0.370088,4
5.11,114.516,117.112,115.423,200.712,202.32,198.075,3.32312,3.38838,2.98873,0.26549,380.551,396.821,344.968,-134.066,-152.794,-128.504,255.859,272.472,229.96,0.352296,0.385045,0.372511,2.43361,2.12023,1.86251,59.976,115.684,200.369,3.23341,1122.34,-415.365,758.291,0.370088,4
5.125,114.516,117.112,115.423,200.712,202.32,198.075,3.32312,3.38838,2.98873,0.26549,380.551,396.821,344.968,-134.066,-152.794,-128.504,255.859,272.472,229.96,0.352296,0.385045,0.372511,2.43361,2.12023,1.86251,59.976,115.684,200.369,3.23341,1122.34,-415.365,758.291,0.370088,4
5.141,114.516,117.112,115.423,200.712,202.32,198.075,3.32312,3.38838,2.98873,0.26549,380.551,396.821,344.968,-134.066,-152.794,-128.504,255.859,272.472,229.96,0.352296,0.385045,0.372511,2.43361,2.12023,1.86251,59.976,115.684,200.369,3.23341,1122.34,-415.365,758.291,0.370088,4
5.172,114.516,117.112,115.423,200.712,202.32,198.075,3.32312,3.38838,2.98873,0.26549,380.551,396.821,344.968,-134.066,-152.794,-128.504,255.859,272.472,229.96,0.352296,0.385045,0.372511,2.43361,2.12023,1.86251,59.976,115.684,200.369,3.23341,1122.34,-415.365,758.291,0.370088,4
5.188,114.516,117.112,115.423,200.712,202.32,198.075,3.32312,3.38838,2.98873,0.26549,380.551,396.821,344.968,-134.066,-152.794,-128.504,255.859,272.472,229.96,0.352296,0.385045,0.372511,2.43361,2.12023,1.86251,59.976,115.684,200.369,3.23341,1122.34,-415.365,758.291,0.370088,4
5.203,114.516,117.112,115.423,200.712,202.32,198.075,3.32312,3.38838,2.98873,0.26549,380.551,396.821,344.968,-134.066,-152.794,-128.504,255.859,272.472,229.96,0.352296,0.385045,0.372511,2.43361,2.12023,1.86251,59.976,115.684,200.369,3.23341,1122.34,-415.365,758.291,0.370088,4
5.235,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.25,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.266,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.282,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.313,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.328,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.344,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.375,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.391,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.407,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.422,110.053,112.162,111.511,192.026,194.74,191.26,4.03202,4.26923,3.83318,0.267571,443.737,478.846,427.441,-112.974,-135.337,-124.005,427.133,457.582,407.275,0.254597,0.282631,0.29011,2.36952,2.26597,2.14038,59.976,111.242,192.675,4.04481,1350.02,-372.316,1291.99,0.275785,4
5.453,110.309,112.206,111.476,192.39,194.622,191.472,3.97539,4.18114,3.77194,0.271899,438.521,469.15,420.481,-113.851,-130.474,-118.591,420.051,445.389,400.797,0.259625,0.278107,0.282037,2.16566,2.22796,2.036,59.976,111.33,192.828,3.97616,1328.15,-362.916,1266.24,0.273249,4
5.469,110.309,112.206,111.476,192.39,194.622,191.472,3.97539,4.18114,3.77194,0.271899,438.521,469.15,420.481,-113.851,-130.474,-118.591,420.051,445.389,400.797,0.259625,0.278107,0.282037,2.16566,2.22796,2.036,59.976,111.33,192.828,3.97616,1328.15,-362.916,1266.24,0.273249,4
5.485,110.309,112.206,111.476,192.39,194.622,191.472,3.97539,4.18114,3.77194,0.271899,438.521,469.15,420.481,-113.851,-130.474,-118.591,420.051,445.389,400.797,0.259625,0.278107,0.282037,2.16566,2.22796,2.036,59.976,111.33,192.828,3.97616,1328.15,-362.916,1266.24,0.273249,4
5.516,110.309,112.206,111.476,192.39,194.622,191.472,3.97539,4.18114,3.77194,0.271899,438.521,469.15,420.481,-113.851,-130.474,-118.591,420.051,445.389,400.797,0.259625,0.278107,0.282037,2.16566,2.22796,2.036,59.976,111.33,192.828,3.97616,1328.15,-362.916,1266.24,0.273249,4
5.532,110.309,112.206,111.476,192.39,194.622,191.472,3.97539,4.18114,3.77194,0.271899,438.521,469.15,420.481,-113.851,-130.474,-118.591,420.051,445.389,400.797,0.259625,0.278107,0.282037,2.16566,2.22796,2.036,59.976,111.33,192.828,3.97616,1328.15,-362.916,1266.24,0.273249,4
5.547,110.309,112.206,111.476,192.39,194.622,191.472,3.97539,4.18114,3.77194,0.271899,438.521,469.15,420.481,-113.851,-130.474,-118.591,420.051,445.389,400.797,0.259625,0.278107,0.282037,2.16566,2.22796,2.036,59.976,111.33,192.828,3.97616,1328.15,-362.916,1266.24,0.273249,4
5.563,110.309,112.206,111.476,192.39,194.622,191.472,3.97539,4.18114,3.77194,0.271899,438.521,469.15,420.481,-113.851,-130.474,-118.591,420.051,445.389,400.797,0.259625,0.278107,0.282037,2.16566,2.22796,2.036,59.976,111.33,192.828,3.97616,1328.15,-362.916,1266.24,0.273249,4
5.594,110.309,112.206,111.476,192.39,194.622,191.472,3.97539,4.18114,3.77194,0.271899,438.521,469.15,420.481,-113.851,-130.474,-118.591,420.051,445.389,400.797,0.259625,0.278107,0.282037,2.16566,2.22796,2.036,59.976,111.33,192.828,3.97616,1328.15,-362.916,1266.24,0.273249,4
5.61,110.309,112.206,111.476,192.39,194.622,191.472,3.97539,4.18114,3.77194,0.271899,438.521,469.15,420.481,-113.851,-130.474,-118.591,420.051,445.389,400.797,0.259625,0.278107,0.282037,2.16566,2.22796,2.036,59.976,111.33,192.828,3.97616,1328.15,-362.916,1266.24,0.273249,4
5.625,110.309,112.206,111.476,192.39,194.622,191.472,3.97539,4.18114,3.77194,0.271899,438.521,469.15,420.481,-113.851,-130.474,-118.591,420.051,445.389,400.797,0.259625,0.278107,0.282037,2.16566,2.22796,2.036,59.976,111.33,192.828,3.97616,1328.15,-362.916,1266.24,0.273249,4
5.391,108.169,112.521,111.06,190.575,195.707,188.32,4.3207,4.58745,3.80941,0.266025,467.368,516.186,423.071,-92.1036,-158.627,-113.853,454.465,488.374,405.179,0.197069,0.307306,0.269109,3.01679,2.76943,2.18145,60.0082,110.583,191.534,4.23919,1406.63,-364.583,1348.02,0.25919,4
5.407,108.169,112.521,111.06,190.575,195.707,188.32,4.3207,4.58745,3.80941,0.266025,467.368,516.186,423.071,-92.1036,-158.627,-113.853,454.465,488.374,405.179,0.197069,0.307306,0.269109,3.01679,2.76943,2.18145,60.0082,110.583,191.534,4.23919,1406.63,-364.583,1348.02,0.25919,4
5.422,108.169,112.521,111.06,190.575,195.707,188.32,4.3207,4.58745,3.80941,0.266025,467.368,516.186,423.071,-92.1036,-158.627,-113.853,454.465,488.374,405.179,0.197069,0.307306,0.269109,3.01679,2.76943,2.18145,60.0082,110.583,191.534,4.23919,1406.63,-364.583,1348.02,0.25919,4
5.454,108.169,112.521,111.06,190.575,195.707,188.32,4.3207,4.58745,3.80941,0.266025,467.368,516.186,423.071,-92.1036,-158.627,-113.853,454.465,488.374,405.179,0.197069,0.307306,0.269109,3.01679,2.76943,2.18145,60.0082,110.583,191.534,4.23919,1406.63,-364.583,1348.02,0.25919,4
5.469,108.169,112.521,111.06,190.575,195.707,188.32,4.3207,4.58745,3.80941,0.266025,467.368,516.186,423.071,-92.1036,-158.627,-113.853,454.465,488.374,405.179,0.197069,0.307306,0.269109,3.01679,2.76943,2.18145,60.0082,110.583,191.534,4.23919,1406.63,-364.583,1348.02,0.25919,4
5.485,108.169,112.521,111.06,190.575,195.707,188.32,4.3207,4.58745,3.80941,0.266025,467.368,516.186,423.071,-92.1036,-158.627,-113.853,454.465,488.374,405.179,0.197069,0.307306,0.269109,3.01679,2.76943,2.18145,60.0082,110.583,191.534,4.23919,1406.63,-364.583,1348.02,0.25919,4
5.5,108.169,112.521,111.06,190.575,195.707,188.32,4.3207,4.58745,3.80941,0.266025,467.368,516.186,423.071,-92.1036,-158.627,-113.853,454.465,488.374,405.179,0.197069,0.307306,0.269109,3.01679,2.76943,2.18145,60.0082,110.583,191.534,4.23919,1406.63,-364.583,1348.02,0.25919,4
5.532,108.169,112.521,111.06,190.575,195.707,188.32,4.3207,4.58745,3.80941,0.266025,467.368,516.186,423.071,-92.1036,-158.627,-113.853,454.465,488.374,405.179,0.197069,0.307306,0.269109,3.01679,2.76943,2.18145,60.0082,110.583,191.534,4.23919,1406.63,-364.583,1348.02,0.25919,4
5.547,108.169,112.521,111.06,190.575,195.707,188.32,4.3207,4.58745,3.80941,0.266025,467.368,516.186,423.071,-92.1036,-158.627,-113.853,454.465,488.374,405.179,0.197069,0.307306,0.269109,3.01679,2.76943,2.18145,60.0082,110.583,191.534,4.23919,1406.63,-364.583,1348.02,0.25919,4
5.563,108.169,112.521,111.06,190.575,195.707,188.32,4.3207,4.58745,3.80941,0.266025,467.368,516.186,423.071,-92.1036,-158.627,-113.853,454.465,488.374,405.179,0.197069,0.307306,0.269109,3.01679,2.76943,2.18145,60.0082,110.583,191.534,4.23919,1406.63,-364.583,1348.02,0.25919,4
5.594,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.61,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.625,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.641,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.672,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.688,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.704,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.735,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.75,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.766,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.782,108.596,112.423,111.713,190.549,196.132,189.622,4.09597,4.4669,3.72176,0.26422,444.806,502.184,415.771,-88.7717,-150.411,-121.174,434.262,477.329,396.249,0.199574,0.299513,0.291444,2.56569,2.4502,1.96207,60.0082,110.911,192.101,4.09488,1362.76,-360.356,1307.84,0.264431,4
5.813,115.254,117.912,116.376,201.924,203.973,199.521,2.96966,3.20916,2.69678,0.261883,342.264,378.399,313.841,-129.92,-155.331,-132.785,222.16,243.029,197.757,0.379592,0.410494,0.423098,2.40322,2.23037,1.9059,60.0082,116.514,201.806,2.95853,1034.5,-418.036,662.946,0.404094,4
5.829,115.254,117.912,116.376,201.924,203.973,199.521,2.96966,3.20916,2.69678,0.261883,342.264,378.399,313.841,-129.92,-155.331,-132.785,222.16,243.029,197.757,0.379592,0.410494,0.423098,2.40322,2.23037,1.9059,60.0082,116.514,201.806,2.95853,1034.5,-418.036,662.946,0.404094,4
5.844,115.254,117.912,116.376,201.924,203.973,199.521,2.96966,3.20916,2.69678,0.261883,342.264,378.399,313.841,-129.92,-155.331,-132.785,222.16,243.029,197.757,0.379592,0.410494,0.423098,2.40322,2.23037,1.9059,60.0082,116.514,201.806,2.95853,1034.5,-418.036,662.946,0.404094,4
5.875,115.254,117.912,116.376,201.924,203.973,199.521,2.96966,3.20916,2.69678,0.261883,342.264,378.399,313.841,-129.92,-155.331,-132.785,222.16,243.029,197.757,0.379592,0.410494,0.423098,2.40322,2.23037,1.9059,60.0082,116.514,201.806,2.95853,1034.5,-418.036,662.946,0.404094,4
5.891,115.254,117.912,116.376,201.924,203.973,199.521,2.96966,3.20916,2.69678,0.261883,342.264,378.399,313.841,-129.92,-155.331,-132.785,222.16,243.029,197.757,0.379592,0.410494,0.423098,2.40322,2.23037,1.9059,60.0082,116.514,201.806,2.95853,1034.5,-418.036,662.946,0.404094,4
5.907,115.254,117.912,116.376,201.924,203.973,199.521,2.96966,3.20916,2.69678,0.261883,342.264,378.399,313.841,-129.92,-155.331,-132.785,222.16,243.029,197.757,0.379592,0.410494,0.423098,2.40322,2.23037,1.9059,60.0082,116.514,201.806,2.95853,1034.5,-418.036,662.946,0.404094,4
5.922,115.254,117.912,116.376,201.924,203.973,199.521,2.96966,3.20916,2.69678,0.261883,342.264,378.399,313.841,-129.92,-155.331,-132.785,222.16,243.029,197.757,0.379592,0.410494,0.423098,2.40322,2.23037,1.9059,60.0082,116.514,201.806,2.95853,1034.5,-418.036,662.946,0.404094,4
5.954,115.254,117.912,116.376,201.924,203.973,199.521,2.96966,3.20916,2.69678,0.261883,342.264,378.399,313.841,-129.92,-155.331,-132.785,222.16,243.029,197.757,0.379592,0.410494,0.423098,2.40322,2.23037,1.9059,60.0082,116.514,201.806,2.95853,1034.5,-418.036,662.946,0.404094,4
5.969,115.254,117.912,116.376,201.924,203.973,199.521,2.96966,3.20916,2.69678,0.261883,342.264,378.399,313.841,-129.92,-155.331,-132.785,222.16,243.029,197.757,0.379592,0.410494,0.423098,2.40322,2.23037,1.9059,60.0082,116.514,201.806,2.95853,1034.5,-418.036,662.946,0.404094,4
5.985,115.254,117.912,116.376,201.924,203.973,199.521,2.96966,3.20916,2.69678,0.261883,342.264,378.399,313.841,-129.92,-155.331,-132.785,222.16,243.029,197.757,0.379592,0.410494,0.423098,2.40322,2.23037,1.9059,60.0082,116.514,201.806,2.95853,1034.5,-418.036,662.946,0.404094,4
5.125,107.037,112.676,111.149,189.393,196.616,187.057,4.33798,4.68826,3.65873,0.272802,464.322,528.257,406.663,-70.2043,-167.479,-106.213,456.597,498.817,390.56,0.151197,0.31704,0.261183,2.84911,2.55965,2.13207,60.0172,110.287,191.022,4.22832,1399.24,-343.896,1345.97,0.245773,4
5.141,107.037,112.676,111.149,189.393,196.616,187.057,4.33798,4.68826,3.65873,0.272802,464.322,528.257,406.663,-70.2043,-167.479,-106.213,456.597,498.817,390.56,0.151197,0.31704,0.261183,2.84911,2.55965,2.13207,60.0172,110.287,191.022,4.22832,1399.24,-343.896,1345.97,0.245773,4
5.172,107.037,112.676,111.149,189.393,196.616,187.057,4.33798,4.68826,3.65873,0.272802,464.322,528.257,406.663,-70.2043,-167.479,-106.213,456.597,498.817,390.56,0.151197,0.31704,0.261183,2.84911,2.55965,2.13207,60.0172,110.287,191.022,4.22832,1399.24,-343.896,1345.97,0.245773,4
5.187,107.037,112.676,111.149,189.393,196.616,187.057,4.33798,4.68826,3.65873,0.272802,464.322,528.257,406.663,-70.2043,-167.479,-106.213,456.597,498.817,390.56,0.151197,0.31704,0.261183,2.84911,2.55965,2.13207,60.0172,110.287,191.022,4.22832,1399.24,-343.896,1345.97,0.245773,4
5.203,107.037,112.676,111.149,189.393,196.616,187.057,4.33798,4.68826,3.65873,0.272802,464.322,528.257,406.663,-70.2043,-167.479,-106.213,456.597,498.817,390.56,0.151197,0.31704,0.261183,2.84911,2.55965,2.13207,60.0172,110.287,191.022,4.22832,1399.24,-343.896,1345.97,0.245773,4
5.234,107.037,112.676,111.149,189.393,196.616,187.057,4.33798,4.68826,3.65873,0.272802,464.322,528.257,406.663,-70.2043,-167.479,-106.213,456.597,498.817,390.56,0.151197,0.31704,0.261183,2.84911,2.55965,2.13207,60.0172,110.287,191.022,4.22832,1399.24,-343.896,1345.97,0.245773,4
5.25,107.037,112.676,111.149,189.393,196.616,187.057,4.33798,4.68826,3.65873,0.272802,464.322,528.257,406.663,-70.2043,-167.479,-106.213,456.597,498.817,390.56,0.151197,0.31704,0.261183,2.84911,2.55965,2.13207,60.0172,110.287,191.022,4.22832,1399.24,-343.896,1345.97,0.245773,4
5.266,107.037,112.676,111.149,189.393,196.616,187.057,4.33798,4.68826,3.65873,0.272802,464.322,528.257,406.663,-70.2043,-167.479,-106.213,456.597,498.817,390.56,0.151197,0.31704,0.261183,2.84911,2.55965,2.13207,60.0172,110.287,191.022,4.22832,1399.24,-343.896,1345.97,0.245773,4
5.281,107.037,112.676,111.149,189.393,196.616,187.057,4.33798,4.68826,3.65873,0.272802,464.322,528.257,406.663,-70.2043,-167.479,-106.213,456.597,498.817,390.56,0.151197,0.31704,0.261183,2.84911,2.55965,2.13207,60.0172,110.287,191.022,4.22832,1399.24,-343.896,1345.97,0.245773,4
5.312,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.272802,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.287,191.022,4.22832,1399.24,-343.896,1345.97,0.245773,4
5.328,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.26809,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.204,190.878,4.12419,1363.74,-323.524,1316.56,0.237234,4
5.344,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.26809,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.204,190.878,4.12419,1363.74,-323.524,1316.56,0.237234,4
5.375,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.26809,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.204,190.878,4.12419,1363.74,-323.524,1316.56,0.237234,4
5.391,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.26809,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.204,190.878,4.12419,1363.74,-323.524,1316.56,0.237234,4
5.406,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.26809,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.204,190.878,4.12419,1363.74,-323.524,1316.56,0.237234,4
5.422,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.26809,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.204,190.878,4.12419,1363.74,-323.524,1316.56,0.237234,4
5.453,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.26809,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.204,190.878,4.12419,1363.74,-323.524,1316.56,0.237234,4
5.469,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.26809,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.204,190.878,4.12419,1363.74,-323.524,1316.56,0.237234,4
5.484,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.26809,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.204,190.878,4.12419,1363.74,-323.524,1316.56,0.237234,4
5.5,106.971,112.33,111.311,188.792,196.45,187.391,4.18357,4.60404,3.58497,0.26809,447.52,517.169,399.048,-61.3194,-156.49,-105.715,441.768,491.372,383.422,0.137021,0.302589,0.264919,2.3563,2.08375,2.06253,60.0172,110.204,190.878,4.12419,1363.74,-323.524,1316.56,0.237234,4
5.422,103.537,112.612,109.101,186.629,196.09,180.638,4.91541,5.1077,3.61232,0.277545,508.929,575.191,394.108,-38.9178,-194.086,-66.5235,504.682,539.003,386.506,0.07647,0.337429,0.168795,2.97359,2.17686,2.43729,60.0125,108.417,187.785,4.54514,1478.23,-299.527,1430.19,0.202626,4
5.454,103.537,112.612,109.101,186.629,196.09,180.638,4.91541,5.1077,3.61232,0.277545,508.929,575.191,394.108,-38.9178,-194.086,-66.5235,504.682,539.003,386.506,0.07647,0.337429,0.168795,2.97359,2.17686,2.43729,60.0125,108.417,187.785,4.54514,1478.23,-299.527,1430.19,0.202626,4
5.469,103.537,112.612,109.101,186.629,196.09,180.638,4.91541,5.1077,3.61232,0.277545,508.929,575.191,394.108,-38.9178,-194.086,-66.5235,504.682,539.003,386.506,0.07647,0.337429,0.168795,2.97359,2.17686,2.43729,60.0125,108.417,187.785,4.54514,1478.23,-299.527,1430.19,0.202626,4
5.485,103.537,112.612,109.101,186.629,196.09,180.638,4.91541,5.1077,3.61232,0.277545,508.929,575.191,394.108,-38.9178,-194.086,-66.5235,504.682,539.003,386.506,0.07647,0.337429,0.168795,2.97359,2.17686,2.43729,60.0125,108.417,187.785,4.54514,1478.23,-299.527,1430.19,0.202626,4
5.5,103.537,112.612,109.101,186.629,196.09,180.638,4.91541,5.1077,3.61232,0.277545,508.929,575.191,394.108,-38.9178,-194.086,-66.5235,504.682,539.003,386.506,0.07647,0.337429,0.168795,2.97359,2.17686,2.43729,60.0125,108.417,187.785,4.54514,1478.23,-299.527,1430.19,0.202626,4
