t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos ?1,cos ?2,cos ?3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz], [V], [V]2, [A],?S [VA],?P [W],?Q [var],cos ?,Label
36.891,120.08,121.33,119.809,209.425,209.112,207.105,1.32806,1.23004,1.12617,0.266552,159.473,149.241,134.925,-151.137,-139.5,-128.918,40.3818,42.3836,28.7967,0.947726,0.93473,0.955481,2.05593,1.78308,1.75582,60.0113,120.406,208.547,1.22809,443.639,-419.555,111.562,0.945713,0
36.906,120.08,121.33,119.809,209.425,209.112,207.105,1.32806,1.23004,1.12617,0.266552,159.473,149.241,134.925,-151.137,-139.5,-128.918,40.3818,42.3836,28.7967,0.947726,0.93473,0.955481,2.05593,1.78308,1.75582,60.0113,120.406,208.547,1.22809,443.639,-419.555,111.562,0.945713,0
36.922,120.08,121.33,119.809,209.425,209.112,207.105,1.32806,1.23004,1.12617,0.266552,159.473,149.241,134.925,-151.137,-139.5,-128.918,40.3818,42.3836,28.7967,0.947726,0.93473,0.955481,2.05593,1.78308,1.75582,60.0113,120.406,208.547,1.22809,443.639,-419.555,111.562,0.945713,0
36.953,120.08,121.33,119.809,209.425,209.112,207.105,1.32806,1.23004,1.12617,0.266552,159.473,149.241,134.925,-151.137,-139.5,-128.918,40.3818,42.3836,28.7967,0.947726,0.93473,0.955481,2.05593,1.78308,1.75582,60.0113,120.406,208.547,1.22809,443.639,-419.555,111.562,0.945713,0
36.969,120.08,121.33,119.809,209.425,209.112,207.105,1.32806,1.23004,1.12617,0.266552,159.473,149.241,134.925,-151.137,-139.5,-128.918,40.3818,42.3836,28.7967,0.947726,0.93473,0.955481,2.05593,1.78308,1.75582,60.0113,120.406,208.547,1.22809,443.639,-419.555,111.562,0.945713,0
36.984,120.08,121.33,119.809,209.425,209.112,207.105,1.32806,1.23004,1.12617,0.266552,159.473,149.241,134.925,-151.137,-139.5,-128.918,40.3818,42.3836,28.7967,0.947726,0.93473,0.955481,2.05593,1.78308,1.75582,60.0113,120.406,208.547,1.22809,443.639,-419.555,111.562,0.945713,0
37.016,120.08,121.33,119.809,209.425,209.112,207.105,1.32806,1.23004,1.12617,0.266552,159.473,149.241,134.925,-151.137,-139.5,-128.918,40.3818,42.3836,28.7967,0.947726,0.93473,0.955481,2.05593,1.78308,1.75582,60.0113,120.406,208.547,1.22809,443.639,-419.555,111.562,0.945713,0
37.031,120.08,121.33,119.809,209.425,209.112,207.105,1.32806,1.23004,1.12617,0.266552,159.473,149.241,134.925,-151.137,-139.5,-128.918,40.3818,42.3836,28.7967,0.947726,0.93473,0.955481,2.05593,1.78308,1.75582,60.0113,120.406,208.547,1.22809,443.639,-419.555,111.562,0.945713,0
37.047,120.211,121.514,119.923,209.677,209.378,207.332,1.35295,1.24605,1.14929,0.268021,162.639,151.412,137.827,-153.93,-141.517,-131.361,41.3356,43.0835,29.674,0.946454,0.934649,0.953084,1.92571,2.00944,1.68701,60.0113,120.549,208.796,1.24943,451.878,-426.808,114.093,0.944521,0
37.062,120.211,121.514,119.923,209.677,209.378,207.332,1.35295,1.24605,1.14929,0.268021,162.639,151.412,137.827,-153.93,-141.517,-131.361,41.3356,43.0835,29.674,0.946454,0.934649,0.953084,1.92571,2.00944,1.68701,60.0113,120.549,208.796,1.24943,451.878,-426.808,114.093,0.944521,0
37.094,120.211,121.514,119.923,209.677,209.378,207.332,1.35295,1.24605,1.14929,0.268021,162.639,151.412,137.827,-153.93,-141.517,-131.361,41.3356,43.0835,29.674,0.946454,0.934649,0.953084,1.92571,2.00944,1.68701,60.0113,120.549,208.796,1.24943,451.878,-426.808,114.093,0.944521,0
37.109,120.211,121.514,119.923,209.677,209.378,207.332,1.35295,1.24605,1.14929,0.268021,162.639,151.412,137.827,-153.93,-141.517,-131.361,41.3356,43.0835,29.674,0.946454,0.934649,0.953084,1.92571,2.00944,1.68701,60.0113,120.549,208.796,1.24943,451.878,-426.808,114.093,0.944521,0
37.125,120.211,121.514,119.923,209.677,209.378,207.332,1.35295,1.24605,1.14929,0.268021,162.639,151.412,137.827,-153.93,-141.517,-131.361,41.3356,43.0835,29.674,0.946454,0.934649,0.953084,1.92571,2.00944,1.68701,60.0113,120.549,208.796,1.24943,451.878,-426.808,114.093,0.944521,0
37.141,120.211,121.514,119.923,209.677,209.378,207.332,1.35295,1.24605,1.14929,0.268021,162.639,151.412,137.827,-153.93,-141.517,-131.361,41.3356,43.0835,29.674,0.946454,0.934649,0.953084,1.92571,2.00944,1.68701,60.0113,120.549,208.796,1.24943,451.878,-426.808,114.093,0.944521,0
37.172,120.211,121.514,119.923,209.677,209.378,207.332,1.35295,1.24605,1.14929,0.268021,162.639,151.412,137.827,-153.93,-141.517,-131.361,41.3356,43.0835,29.674,0.946454,0.934649,0.953084,1.92571,2.00944,1.68701,60.0113,120.549,208.796,1.24943,451.878,-426.808,114.093,0.944521,0
37.187,120.211,121.514,119.923,209.677,209.378,207.332,1.35295,1.24605,1.14929,0.268021,162.639,151.412,137.827,-153.93,-141.517,-131.361,41.3356,43.0835,29.674,0.946454,0.934649,0.953084,1.92571,2.00944,1.68701,60.0113,120.549,208.796,1.24943,451.878,-426.808,114.093,0.944521,0
37.203,120.211,121.514,119.923,209.677,209.378,207.332,1.35295,1.24605,1.14929,0.268021,162.639,151.412,137.827,-153.93,-141.517,-131.361,41.3356,43.0835,29.674,0.946454,0.934649,0.953084,1.92571,2.00944,1.68701,60.0113,120.549,208.796,1.24943,451.878,-426.808,114.093,0.944521,0
37.234,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.25,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.266,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.281,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.312,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.328,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.344,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.375,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.391,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.406,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.422,120.078,121.422,119.812,209.482,209.187,207.138,1.33071,1.21985,1.12324,0.268778,159.789,148.116,134.578,-151.414,-138.126,-128.444,39.5737,41.4574,28.4003,0.947586,0.932551,0.954421,1.61887,2.1318,1.68513,60.0113,120.438,208.602,1.2246,442.483,-417.984,109.431,0.944632,0
37.453,119.945,121.387,119.871,209.295,209.265,207.057,1.32557,1.22014,1.12379,0.268803,158.996,148.109,134.709,-150.756,-138.016,-128.604,39.5989,41.8764,28.3975,0.948179,0.931855,0.954675,1.47526,2.11231,1.71555,60.0113,120.401,208.539,1.22317,441.814,-417.376,109.873,0.944687,0
37.469,119.945,121.387,119.871,209.295,209.265,207.057,1.32557,1.22014,1.12379,0.268803,158.996,148.109,134.709,-150.756,-138.016,-128.604,39.5989,41.8764,28.3975,0.948179,0.931855,0.954675,1.47526,2.11231,1.71555,60.0113,120.401,208.539,1.22317,441.814,-417.376,109.873,0.944687,0
37.484,119.945,121.387,119.871,209.295,209.265,207.057,1.32557,1.22014,1.12379,0.268803,158.996,148.109,134.709,-150.756,-138.016,-128.604,39.5989,41.8764,28.3975,0.948179,0.931855,0.954675,1.47526,2.11231,1.71555,60.0113,120.401,208.539,1.22317,441.814,-417.376,109.873,0.944687,0
37.516,119.945,121.387,119.871,209.295,209.265,207.057,1.32557,1.22014,1.12379,0.268803,158.996,148.109,134.709,-150.756,-138.016,-128.604,39.5989,41.8764,28.3975,0.948179,0.931855,0.954675,1.47526,2.11231,1.71555,60.0113,120.401,208.539,1.22317,441.814,-417.376,109.873,0.944687,0
37.531,119.945,121.387,119.871,209.295,209.265,207.057,1.32557,1.22014,1.12379,0.268803,158.996,148.109,134.709,-150.756,-138.016,-128.604,39.5989,41.8764,28.3975,0.948179,0.931855,0.954675,1.47526,2.11231,1.71555,60.0113,120.401,208.539,1.22317,441.814,-417.376,109.873,0.944687,0
37.547,119.945,121.387,119.871,209.295,209.265,207.057,1.32557,1.22014,1.12379,0.268803,158.996,148.109,134.709,-150.756,-138.016,-128.604,39.5989,41.8764,28.3975,0.948179,0.931855,0.954675,1.47526,2.11231,1.71555,60.0113,120.401,208.539,1.22317,441.814,-417.376,109.873,0.944687,0
37.562,119.945,121.387,119.871,209.295,209.265,207.057,1.32557,1.22014,1.12379,0.268803,158.996,148.109,134.709,-150.756,-138.016,-128.604,39.5989,41.8764,28.3975,0.948179,0.931855,0.954675,1.47526,2.11231,1.71555,60.0113,120.401,208.539,1.22317,441.814,-417.376,109.873,0.944687,0
37.594,119.945,121.387,119.871,209.295,209.265,207.057,1.32557,1.22014,1.12379,0.268803,158.996,148.109,134.709,-150.756,-138.016,-128.604,39.5989,41.8764,28.3975,0.948179,0.931855,0.954675,1.47526,2.11231,1.71555,60.0113,120.401,208.539,1.22317,441.814,-417.376,109.873,0.944687,0
37.609,119.945,121.387,119.871,209.295,209.265,207.057,1.32557,1.22014,1.12379,0.268803,158.996,148.109,134.709,-150.756,-138.016,-128.604,39.5989,41.8764,28.3975,0.948179,0.931855,0.954675,1.47526,2.11231,1.71555,60.0113,120.401,208.539,1.22317,441.814,-417.376,109.873,0.944687,0
37.625,119.945,121.387,119.871,209.295,209.265,207.057,1.32557,1.22014,1.12379,0.268803,158.996,148.109,134.709,-150.756,-138.016,-128.604,39.5989,41.8764,28.3975,0.948179,0.931855,0.954675,1.47526,2.11231,1.71555,60.0113,120.401,208.539,1.22317,441.814,-417.376,109.873,0.944687,0
37.641,120.156,121.465,120.028,209.555,209.438,207.396,1.36035,1.24418,1.1469,0.274237,163.454,151.124,137.66,-155.003,-141.502,-131.374,41.3516,42.2447,29.3154,0.948298,0.936329,0.954333,1.66961,1.89453,1.62386,60.0113,120.549,208.796,1.25048,452.238,-427.878,112.912,0.946136,0
37.672,120.156,121.465,120.028,209.555,209.438,207.396,1.36035,1.24418,1.1469,0.274237,163.454,151.124,137.66,-155.003,-141.502,-131.374,41.3516,42.2447,29.3154,0.948298,0.936329,0.954333,1.66961,1.89453,1.62386,60.0113,120.549,208.796,1.25048,452.238,-427.878,112.912,0.946136,0
37.687,120.156,121.465,120.028,209.555,209.438,207.396,1.36035,1.24418,1.1469,0.274237,163.454,151.124,137.66,-155.003,-141.502,-131.374,41.3516,42.2447,29.3154,0.948298,0.936329,0.954333,1.66961,1.89453,1.62386,60.0113,120.549,208.796,1.25048,452.238,-427.878,112.912,0.946136,0
37.703,120.156,121.465,120.028,209.555,209.438,207.396,1.36035,1.24418,1.1469,0.274237,163.454,151.124,137.66,-155.003,-141.502,-131.374,41.3516,42.2447,29.3154,0.948298,0.936329,0.954333,1.66961,1.89453,1.62386,60.0113,120.549,208.796,1.25048,452.238,-427.878,112.912,0.946136,0
37.734,120.156,121.465,120.028,209.555,209.438,207.396,1.36035,1.24418,1.1469,0.274237,163.454,151.124,137.66,-155.003,-141.502,-131.374,41.3516,42.2447,29.3154,0.948298,0.936329,0.954333,1.66961,1.89453,1.62386,60.0113,120.549,208.796,1.25048,452.238,-427.878,112.912,0.946136,0
37.75,120.156,121.465,120.028,209.555,209.438,207.396,1.36035,1.24418,1.1469,0.274237,163.454,151.124,137.66,-155.003,-141.502,-131.374,41.3516,42.2447,29.3154,0.948298,0.936329,0.954333,1.66961,1.89453,1.62386,60.0113,120.549,208.796,1.25048,452.238,-427.878,112.912,0.946136,0
37.766,120.156,121.465,120.028,209.555,209.438,207.396,1.36035,1.24418,1.1469,0.274237,163.454,151.124,137.66,-155.003,-141.502,-131.374,41.3516,42.2447,29.3154,0.948298,0.936329,0.954333,1.66961,1.89453,1.62386,60.0113,120.549,208.796,1.25048,452.238,-427.878,112.912,0.946136,0
37.781,120.156,121.465,120.028,209.555,209.438,207.396,1.36035,1.24418,1.1469,0.274237,163.454,151.124,137.66,-155.003,-141.502,-131.374,41.3516,42.2447,29.3154,0.948298,0.936329,0.954333,1.66961,1.89453,1.62386,60.0113,120.549,208.796,1.25048,452.238,-427.878,112.912,0.946136,0
37.812,120.156,121.465,120.028,209.555,209.438,207.396,1.36035,1.24418,1.1469,0.274237,163.454,151.124,137.66,-155.003,-141.502,-131.374,41.3516,42.2447,29.3154,0.948298,0.936329,0.954333,1.66961,1.89453,1.62386,60.0113,120.549,208.796,1.25048,452.238,-427.878,112.912,0.946136,0
37.828,120.156,121.465,120.028,209.555,209.438,207.396,1.36035,1.24418,1.1469,0.274237,163.454,151.124,137.66,-155.003,-141.502,-131.374,41.3516,42.2447,29.3154,0.948298,0.936329,0.954333,1.66961,1.89453,1.62386,60.0113,120.549,208.796,1.25048,452.238,-427.878,112.912,0.946136,0
37.844,120.074,121.422,119.915,209.457,209.341,207.179,1.33423,1.22659,1.13952,0.268592,160.207,148.934,136.646,-151.885,-139.273,-130.488,39.7889,42.609,28.8271,0.948059,0.935135,0.954937,1.94139,1.72136,1.45103,60.0113,120.47,208.659,1.23345,445.786,-421.647,111.225,0.945849,0
37.875,120.074,121.422,119.915,209.457,209.341,207.179,1.33423,1.22659,1.13952,0.268592,160.207,148.934,136.646,-151.885,-139.273,-130.488,39.7889,42.609,28.8271,0.948059,0.935135,0.954937,1.94139,1.72136,1.45103,60.0113,120.47,208.659,1.23345,445.786,-421.647,111.225,0.945849,0
37.891,120.074,121.422,119.915,209.457,209.341,207.179,1.33423,1.22659,1.13952,0.268592,160.207,148.934,136.646,-151.885,-139.273,-130.488,39.7889,42.609,28.8271,0.948059,0.935135,0.954937,1.94139,1.72136,1.45103,60.0113,120.47,208.659,1.23345,445.786,-421.647,111.225,0.945849,0
37.906,120.074,121.422,119.915,209.457,209.341,207.179,1.33423,1.22659,1.13952,0.268592,160.207,148.934,136.646,-151.885,-139.273,-130.488,39.7889,42.609,28.8271,0.948059,0.935135,0.954937,1.94139,1.72136,1.45103,60.0113,120.47,208.659,1.23345,445.786,-421.647,111.225,0.945849,0
37.922,120.074,121.422,119.915,209.457,209.341,207.179,1.33423,1.22659,1.13952,0.268592,160.207,148.934,136.646,-151.885,-139.273,-130.488,39.7889,42.609,28.8271,0.948059,0.935135,0.954937,1.94139,1.72136,1.45103,60.0113,120.47,208.659,1.23345,445.786,-421.647,111.225,0.945849,0
37.953,120.074,121.422,119.915,209.457,209.341,207.179,1.33423,1.22659,1.13952,0.268592,160.207,148.934,136.646,-151.885,-139.273,-130.488,39.7889,42.609,28.8271,0.948059,0.935135,0.954937,1.94139,1.72136,1.45103,60.0113,120.47,208.659,1.23345,445.786,-421.647,111.225,0.945849,0
37.969,120.074,121.422,119.915,209.457,209.341,207.179,1.33423,1.22659,1.13952,0.268592,160.207,148.934,136.646,-151.885,-139.273,-130.488,39.7889,42.609,28.8271,0.948059,0.935135,0.954937,1.94139,1.72136,1.45103,60.0113,120.47,208.659,1.23345,445.786,-421.647,111.225,0.945849,0
37.984,120.074,121.422,119.915,209.457,209.341,207.179,1.33423,1.22659,1.13952,0.268592,160.207,148.934,136.646,-151.885,-139.273,-130.488,39.7889,42.609,28.8271,0.948059,0.935135,0.954937,1.94139,1.72136,1.45103,60.0113,120.47,208.659,1.23345,445.786,-421.647,111.225,0.945849,0
38.016,120.074,121.422,119.915,209.457,209.341,207.179,1.33423,1.22659,1.13952,0.268592,160.207,148.934,136.646,-151.885,-139.273,-130.488,39.7889,42.609,28.8271,0.948059,0.935135,0.954937,1.94139,1.72136,1.45103,60.0113,120.47,208.659,1.23345,445.786,-421.647,111.225,0.945849,0
38.031,120.085,121.434,119.873,209.461,209.305,207.178,1.3331,1.22244,1.12805,0.267309,160.084,148.447,135.222,-151.467,-138.426,-129.174,40.4984,42.3769,29.2985,0.946169,0.932493,0.955272,2.09284,1.76562,1.31397,60.0113,120.464,208.648,1.22786,443.753,-419.066,112.174,0.944368,0
38.047,120.085,121.434,119.873,209.461,209.305,207.178,1.3331,1.22244,1.12805,0.267309,160.084,148.447,135.222,-151.467,-138.426,-129.174,40.4984,42.3769,29.2985,0.946169,0.932493,0.955272,2.09284,1.76562,1.31397,60.0113,120.464,208.648,1.22786,443.753,-419.066,112.174,0.944368,0
38.062,120.085,121.434,119.873,209.461,209.305,207.178,1.3331,1.22244,1.12805,0.267309,160.084,148.447,135.222,-151.467,-138.426,-129.174,40.4984,42.3769,29.2985,0.946169,0.932493,0.955272,2.09284,1.76562,1.31397,60.0113,120.464,208.648,1.22786,443.753,-419.066,112.174,0.944368,0
38.094,120.085,121.434,119.873,209.461,209.305,207.178,1.3331,1.22244,1.12805,0.267309,160.084,148.447,135.222,-151.467,-138.426,-129.174,40.4984,42.3769,29.2985,0.946169,0.932493,0.955272,2.09284,1.76562,1.31397,60.0113,120.464,208.648,1.22786,443.753,-419.066,112.174,0.944368,0
38.109,120.085,121.434,119.873,209.461,209.305,207.178,1.3331,1.22244,1.12805,0.267309,160.084,148.447,135.222,-151.467,-138.426,-129.174,40.4984,42.3769,29.2985,0.946169,0.932493,0.955272,2.09284,1.76562,1.31397,60.0113,120.464,208.648,1.22786,443.753,-419.066,112.174,0.944368,0
38.125,120.085,121.434,119.873,209.461,209.305,207.178,1.3331,1.22244,1.12805,0.267309,160.084,148.447,135.222,-151.467,-138.426,-129.174,40.4984,42.3769,29.2985,0.946169,0.932493,0.955272,2.09284,1.76562,1.31397,60.0113,120.464,208.648,1.22786,443.753,-419.066,112.174,0.944368,0
38.141,120.085,121.434,119.873,209.461,209.305,207.178,1.3331,1.22244,1.12805,0.267309,160.084,148.447,135.222,-151.467,-138.426,-129.174,40.4984,42.3769,29.2985,0.946169,0.932493,0.955272,2.09284,1.76562,1.31397,60.0113,120.464,208.648,1.22786,443.753,-419.066,112.174,0.944368,0
38.172,120.085,121.434,119.873,209.461,209.305,207.178,1.3331,1.22244,1.12805,0.267309,160.084,148.447,135.222,-151.467,-138.426,-129.174,40.4984,42.3769,29.2985,0.946169,0.932493,0.955272,2.09284,1.76562,1.31397,60.0113,120.464,208.648,1.22786,443.753,-419.066,112.174,0.944368,0
38.187,120.085,121.434,119.873,209.461,209.305,207.178,1.3331,1.22244,1.12805,0.267309,160.084,148.447,135.222,-151.467,-138.426,-129.174,40.4984,42.3769,29.2985,0.946169,0.932493,0.955272,2.09284,1.76562,1.31397,60.0113,120.464,208.648,1.22786,443.753,-419.066,112.174,0.944368,0
38.203,120.085,121.434,119.873,209.461,209.305,207.178,1.3331,1.22244,1.12805,0.267309,160.084,148.447,135.222,-151.467,-138.426,-129.174,40.4984,42.3769,29.2985,0.946169,0.932493,0.955272,2.09284,1.76562,1.31397,60.0113,120.464,208.648,1.22786,443.753,-419.066,112.174,0.944368,0
38.234,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.25,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.266,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.281,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.312,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.328,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.344,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.375,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.391,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.406,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.422,120.16,121.574,119.93,209.663,209.459,207.291,1.34581,1.23788,1.1379,0.263047,161.712,150.493,136.469,-153.597,-141.011,-130.442,41.1744,41.5928,29.2621,0.949815,0.936992,0.955841,1.91696,1.78273,1.38622,60.0113,120.554,208.805,1.24053,448.674,-425.05,112.029,0.947347,0
38.453,120.073,121.449,119.925,209.459,209.338,207.241,1.3294,1.21521,1.12776,0.269095,159.625,147.586,135.246,-151.883,-138.337,-129.239,39.7474,41.7256,28.7654,0.951497,0.937335,0.955579,1.7397,1.70861,1.55402,60.0113,120.482,208.679,1.22412,442.457,-419.459,110.238,0.948021,0
38.469,120.073,121.449,119.925,209.459,209.338,207.241,1.3294,1.21521,1.12776,0.269095,159.625,147.586,135.246,-151.883,-138.337,-129.239,39.7474,41.7256,28.7654,0.951497,0.937335,0.955579,1.7397,1.70861,1.55402,60.0113,120.482,208.679,1.22412,442.457,-419.459,110.238,0.948021,0
38.484,120.073,121.449,119.925,209.459,209.338,207.241,1.3294,1.21521,1.12776,0.269095,159.625,147.586,135.246,-151.883,-138.337,-129.239,39.7474,41.7256,28.7654,0.951497,0.937335,0.955579,1.7397,1.70861,1.55402,60.0113,120.482,208.679,1.22412,442.457,-419.459,110.238,0.948021,0
38.516,120.073,121.449,119.925,209.459,209.338,207.241,1.3294,1.21521,1.12776,0.269095,159.625,147.586,135.246,-151.883,-138.337,-129.239,39.7474,41.7256,28.7654,0.951497,0.937335,0.955579,1.7397,1.70861,1.55402,60.0113,120.482,208.679,1.22412,442.457,-419.459,110.238,0.948021,0
38.531,120.073,121.449,119.925,209.459,209.338,207.241,1.3294,1.21521,1.12776,0.269095,159.625,147.586,135.246,-151.883,-138.337,-129.239,39.7474,41.7256,28.7654,0.951497,0.937335,0.955579,1.7397,1.70861,1.55402,60.0113,120.482,208.679,1.22412,442.457,-419.459,110.238,0.948021,0
38.547,120.073,121.449,119.925,209.459,209.338,207.241,1.3294,1.21521,1.12776,0.269095,159.625,147.586,135.246,-151.883,-138.337,-129.239,39.7474,41.7256,28.7654,0.951497,0.937335,0.955579,1.7397,1.70861,1.55402,60.0113,120.482,208.679,1.22412,442.457,-419.459,110.238,0.948021,0
38.562,120.073,121.449,119.925,209.459,209.338,207.241,1.3294,1.21521,1.12776,0.269095,159.625,147.586,135.246,-151.883,-138.337,-129.239,39.7474,41.7256,28.7654,0.951497,0.937335,0.955579,1.7397,1.70861,1.55402,60.0113,120.482,208.679,1.22412,442.457,-419.459,110.238,0.948021,0
38.594,120.073,121.449,119.925,209.459,209.338,207.241,1.3294,1.21521,1.12776,0.269095,159.625,147.586,135.246,-151.883,-138.337,-129.239,39.7474,41.7256,28.7654,0.951497,0.937335,0.955579,1.7397,1.70861,1.55402,60.0113,120.482,208.679,1.22412,442.457,-419.459,110.238,0.948021,0
38.609,120.073,121.449,119.925,209.459,209.338,207.241,1.3294,1.21521,1.12776,0.269095,159.625,147.586,135.246,-151.883,-138.337,-129.239,39.7474,41.7256,28.7654,0.951497,0.937335,0.955579,1.7397,1.70861,1.55402,60.0113,120.482,208.679,1.22412,442.457,-419.459,110.238,0.948021,0
