t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos ?1,cos ?2,cos ?3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz], [V], [V]2, [A],?S [VA],?P [W],?Q [var],cos ?,Label
120.75,108.259,112.335,117.216,190.335,201.373,193.433,2.97765,3.27493,2.32432,1.03318,322.356,367.888,272.449,-41.7669,-86.1702,-147.522,309.675,351.126,225.059,0.129568,0.234229,0.541468,2.0753,1.92558,1.5391,59.9979,112.603,195.047,2.85897,962.693,-275.459,885.86,0.286134,2
120.766,108.259,112.335,117.216,190.335,201.373,193.433,2.97765,3.27493,2.32432,1.03318,322.356,367.888,272.449,-41.7669,-86.1702,-147.522,309.675,351.126,225.059,0.129568,0.234229,0.541468,2.0753,1.92558,1.5391,59.9979,112.603,195.047,2.85897,962.693,-275.459,885.86,0.286134,2
120.781,108.259,112.335,117.216,190.335,201.373,193.433,2.97765,3.27493,2.32432,1.03318,322.356,367.888,272.449,-41.7669,-86.1702,-147.522,309.675,351.126,225.059,0.129568,0.234229,0.541468,2.0753,1.92558,1.5391,59.9979,112.603,195.047,2.85897,962.693,-275.459,885.86,0.286134,2
120.812,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,1.03318,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
120.828,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,0.274366,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
120.844,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,0.274366,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
120.875,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,0.274366,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
120.891,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,0.274366,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
120.906,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,0.274366,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
120.922,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,0.274366,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
120.953,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,0.274366,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
120.969,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,0.274366,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
120.984,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,0.274366,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
121.016,119.854,120.943,119.523,208.907,208.409,206.769,1.33041,1.17076,1.09239,0.274366,159.456,141.595,130.565,-153.077,-134.318,-123.67,28.7823,28.7937,21.967,0.959994,0.948605,0.947189,1.71342,1.689,1.6056,59.9979,120.107,208.028,1.19785,431.616,-411.065,79.5429,0.952384,0
121.031,119.249,120.547,119.109,207.964,207.826,205.848,1.21112,1.08834,0.988578,0.268191,144.425,131.197,117.748,-139.17,-124.926,-113.988,27.6493,28.6927,18.0525,0.963613,0.952204,0.968065,1.8425,1.80398,1.34447,59.9979,119.635,207.213,1.09602,393.37,-378.084,74.3945,0.961141,0
121.047,119.249,120.547,119.109,207.964,207.826,205.848,1.21112,1.08834,0.988578,0.268191,144.425,131.197,117.748,-139.17,-124.926,-113.988,27.6493,28.6927,18.0525,0.963613,0.952204,0.968065,1.8425,1.80398,1.34447,59.9979,119.635,207.213,1.09602,393.37,-378.084,74.3945,0.961141,0
121.062,119.249,120.547,119.109,207.964,207.826,205.848,1.21112,1.08834,0.988578,0.268191,144.425,131.197,117.748,-139.17,-124.926,-113.988,27.6493,28.6927,18.0525,0.963613,0.952204,0.968065,1.8425,1.80398,1.34447,59.9979,119.635,207.213,1.09602,393.37,-378.084,74.3945,0.961141,0
121.094,119.249,120.547,119.109,207.964,207.826,205.848,1.21112,1.08834,0.988578,0.268191,144.425,131.197,117.748,-139.17,-124.926,-113.988,27.6493,28.6927,18.0525,0.963613,0.952204,0.968065,1.8425,1.80398,1.34447,59.9979,119.635,207.213,1.09602,393.37,-378.084,74.3945,0.961141,0
121.109,119.249,120.547,119.109,207.964,207.826,205.848,1.21112,1.08834,0.988578,0.268191,144.425,131.197,117.748,-139.17,-124.926,-113.988,27.6493,28.6927,18.0525,0.963613,0.952204,0.968065,1.8425,1.80398,1.34447,59.9979,119.635,207.213,1.09602,393.37,-378.084,74.3945,0.961141,0
121.125,119.249,120.547,119.109,207.964,207.826,205.848,1.21112,1.08834,0.988578,0.268191,144.425,131.197,117.748,-139.17,-124.926,-113.988,27.6493,28.6927,18.0525,0.963613,0.952204,0.968065,1.8425,1.80398,1.34447,59.9979,119.635,207.213,1.09602,393.37,-378.084,74.3945,0.961141,0
121.141,119.249,120.547,119.109,207.964,207.826,205.848,1.21112,1.08834,0.988578,0.268191,144.425,131.197,117.748,-139.17,-124.926,-113.988,27.6493,28.6927,18.0525,0.963613,0.952204,0.968065,1.8425,1.80398,1.34447,59.9979,119.635,207.213,1.09602,393.37,-378.084,74.3945,0.961141,0
121.172,119.249,120.547,119.109,207.964,207.826,205.848,1.21112,1.08834,0.988578,0.268191,144.425,131.197,117.748,-139.17,-124.926,-113.988,27.6493,28.6927,18.0525,0.963613,0.952204,0.968065,1.8425,1.80398,1.34447,59.9979,119.635,207.213,1.09602,393.37,-378.084,74.3945,0.961141,0
121.187,119.249,120.547,119.109,207.964,207.826,205.848,1.21112,1.08834,0.988578,0.268191,144.425,131.197,117.748,-139.17,-124.926,-113.988,27.6493,28.6927,18.0525,0.963613,0.952204,0.968065,1.8425,1.80398,1.34447,59.9979,119.635,207.213,1.09602,393.37,-378.084,74.3945,0.961141,0
121.203,119.249,120.547,119.109,207.964,207.826,205.848,1.21112,1.08834,0.988578,0.268191,144.425,131.197,117.748,-139.17,-124.926,-113.988,27.6493,28.6927,18.0525,0.963613,0.952204,0.968065,1.8425,1.80398,1.34447,59.9979,119.635,207.213,1.09602,393.37,-378.084,74.3945,0.961141,0
121.234,119.152,120.521,119.048,207.851,207.777,205.692,1.2117,1.09676,0.986419,0.270624,144.378,132.182,117.431,-138.164,-124.919,-112.952,31.5636,32.1141,20.5682,0.956961,0.945054,0.961857,1.63186,2.0741,1.71542,59.9979,119.574,207.107,1.09829,393.991,-376.035,84.2459,0.954426,0
121.25,119.152,120.521,119.048,207.851,207.777,205.692,1.2117,1.09676,0.986419,0.270624,144.378,132.182,117.431,-138.164,-124.919,-112.952,31.5636,32.1141,20.5682,0.956961,0.945054,0.961857,1.63186,2.0741,1.71542,59.9979,119.574,207.107,1.09829,393.991,-376.035,84.2459,0.954426,0
121.266,119.152,120.521,119.048,207.851,207.777,205.692,1.2117,1.09676,0.986419,0.270624,144.378,132.182,117.431,-138.164,-124.919,-112.952,31.5636,32.1141,20.5682,0.956961,0.945054,0.961857,1.63186,2.0741,1.71542,59.9979,119.574,207.107,1.09829,393.991,-376.035,84.2459,0.954426,0
121.281,119.152,120.521,119.048,207.851,207.777,205.692,1.2117,1.09676,0.986419,0.270624,144.378,132.182,117.431,-138.164,-124.919,-112.952,31.5636,32.1141,20.5682,0.956961,0.945054,0.961857,1.63186,2.0741,1.71542,59.9979,119.574,207.107,1.09829,393.991,-376.035,84.2459,0.954426,0
121.312,119.152,120.521,119.048,207.851,207.777,205.692,1.2117,1.09676,0.986419,0.270624,144.378,132.182,117.431,-138.164,-124.919,-112.952,31.5636,32.1141,20.5682,0.956961,0.945054,0.961857,1.63186,2.0741,1.71542,59.9979,119.574,207.107,1.09829,393.991,-376.035,84.2459,0.954426,0
121.328,119.152,120.521,119.048,207.851,207.777,205.692,1.2117,1.09676,0.986419,0.270624,144.378,132.182,117.431,-138.164,-124.919,-112.952,31.5636,32.1141,20.5682,0.956961,0.945054,0.961857,1.63186,2.0741,1.71542,59.9979,119.574,207.107,1.09829,393.991,-376.035,84.2459,0.954426,0
121.344,119.152,120.521,119.048,207.851,207.777,205.692,1.2117,1.09676,0.986419,0.270624,144.378,132.182,117.431,-138.164,-124.919,-112.952,31.5636,32.1141,20.5682,0.956961,0.945054,0.961857,1.63186,2.0741,1.71542,59.9979,119.574,207.107,1.09829,393.991,-376.035,84.2459,0.954426,0
121.375,119.152,120.521,119.048,207.851,207.777,205.692,1.2117,1.09676,0.986419,0.270624,144.378,132.182,117.431,-138.164,-124.919,-112.952,31.5636,32.1141,20.5682,0.956961,0.945054,0.961857,1.63186,2.0741,1.71542,59.9979,119.574,207.107,1.09829,393.991,-376.035,84.2459,0.954426,0
121.391,119.152,120.521,119.048,207.851,207.777,205.692,1.2117,1.09676,0.986419,0.270624,144.378,132.182,117.431,-138.164,-124.919,-112.952,31.5636,32.1141,20.5682,0.956961,0.945054,0.961857,1.63186,2.0741,1.71542,59.9979,119.574,207.107,1.09829,393.991,-376.035,84.2459,0.954426,0
121.406,119.152,120.521,119.048,207.851,207.777,205.692,1.2117,1.09676,0.986419,0.270624,144.378,132.182,117.431,-138.164,-124.919,-112.952,31.5636,32.1141,20.5682,0.956961,0.945054,0.961857,1.63186,2.0741,1.71542,59.9979,119.574,207.107,1.09829,393.991,-376.035,84.2459,0.954426,0
121.422,119.664,120.97,119.541,208.674,208.562,206.6,1.30829,1.17814,1.07643,0.276954,156.555,142.52,128.677,-149.935,-135.019,-123.523,34.5454,35.2975,24.341,0.957716,0.94737,0.959944,1.77317,1.67857,1.55489,59.9979,120.058,207.945,1.18762,427.751,-408.477,94.184,0.954939,0
121.453,119.664,120.97,119.541,208.674,208.562,206.6,1.30829,1.17814,1.07643,0.276954,156.555,142.52,128.677,-149.935,-135.019,-123.523,34.5454,35.2975,24.341,0.957716,0.94737,0.959944,1.77317,1.67857,1.55489,59.9979,120.058,207.945,1.18762,427.751,-408.477,94.184,0.954939,0
121.469,119.664,120.97,119.541,208.674,208.562,206.6,1.30829,1.17814,1.07643,0.276954,156.555,142.52,128.677,-149.935,-135.019,-123.523,34.5454,35.2975,24.341,0.957716,0.94737,0.959944,1.77317,1.67857,1.55489,59.9979,120.058,207.945,1.18762,427.751,-408.477,94.184,0.954939,0
121.484,119.664,120.97,119.541,208.674,208.562,206.6,1.30829,1.17814,1.07643,0.276954,156.555,142.52,128.677,-149.935,-135.019,-123.523,34.5454,35.2975,24.341,0.957716,0.94737,0.959944,1.77317,1.67857,1.55489,59.9979,120.058,207.945,1.18762,427.751,-408.477,94.184,0.954939,0
121.516,119.664,120.97,119.541,208.674,208.562,206.6,1.30829,1.17814,1.07643,0.276954,156.555,142.52,128.677,-149.935,-135.019,-123.523,34.5454,35.2975,24.341,0.957716,0.94737,0.959944,1.77317,1.67857,1.55489,59.9979,120.058,207.945,1.18762,427.751,-408.477,94.184,0.954939,0
121.531,119.664,120.97,119.541,208.674,208.562,206.6,1.30829,1.17814,1.07643,0.276954,156.555,142.52,128.677,-149.935,-135.019,-123.523,34.5454,35.2975,24.341,0.957716,0.94737,0.959944,1.77317,1.67857,1.55489,59.9979,120.058,207.945,1.18762,427.751,-408.477,94.184,0.954939,0
121.547,119.664,120.97,119.541,208.674,208.562,206.6,1.30829,1.17814,1.07643,0.276954,156.555,142.52,128.677,-149.935,-135.019,-123.523,34.5454,35.2975,24.341,0.957716,0.94737,0.959944,1.77317,1.67857,1.55489,59.9979,120.058,207.945,1.18762,427.751,-408.477,94.184,0.954939,0
121.562,119.664,120.97,119.541,208.674,208.562,206.6,1.30829,1.17814,1.07643,0.276954,156.555,142.52,128.677,-149.935,-135.019,-123.523,34.5454,35.2975,24.341,0.957716,0.94737,0.959944,1.77317,1.67857,1.55489,59.9979,120.058,207.945,1.18762,427.751,-408.477,94.184,0.954939,0
121.594,119.664,120.97,119.541,208.674,208.562,206.6,1.30829,1.17814,1.07643,0.276954,156.555,142.52,128.677,-149.935,-135.019,-123.523,34.5454,35.2975,24.341,0.957716,0.94737,0.959944,1.77317,1.67857,1.55489,59.9979,120.058,207.945,1.18762,427.751,-408.477,94.184,0.954939,0
121.609,119.664,120.97,119.541,208.674,208.562,206.6,1.30829,1.17814,1.07643,0.276954,156.555,142.52,128.677,-149.935,-135.019,-123.523,34.5454,35.2975,24.341,0.957716,0.94737,0.959944,1.77317,1.67857,1.55489,59.9979,120.058,207.945,1.18762,427.751,-408.477,94.184,0.954939,0
121.625,119.574,120.874,119.492,208.482,208.455,206.493,1.30566,1.17761,1.06407,0.283131,156.123,142.343,127.148,-148.71,-134.16,-122.058,36.1361,36.199,24.325,0.952514,0.942511,0.959971,1.7901,1.78354,1.52899,59.9979,119.98,207.81,1.18245,425.614,-404.928,96.6601,0.951396,0
121.641,119.574,120.874,119.492,208.482,208.455,206.493,1.30566,1.17761,1.06407,0.283131,156.123,142.343,127.148,-148.71,-134.16,-122.058,36.1361,36.199,24.325,0.952514,0.942511,0.959971,1.7901,1.78354,1.52899,59.9979,119.98,207.81,1.18245,425.614,-404.928,96.6601,0.951396,0
121.672,119.574,120.874,119.492,208.482,208.455,206.493,1.30566,1.17761,1.06407,0.283131,156.123,142.343,127.148,-148.71,-134.16,-122.058,36.1361,36.199,24.325,0.952514,0.942511,0.959971,1.7901,1.78354,1.52899,59.9979,119.98,207.81,1.18245,425.614,-404.928,96.6601,0.951396,0
121.687,119.574,120.874,119.492,208.482,208.455,206.493,1.30566,1.17761,1.06407,0.283131,156.123,142.343,127.148,-148.71,-134.16,-122.058,36.1361,36.199,24.325,0.952514,0.942511,0.959971,1.7901,1.78354,1.52899,59.9979,119.98,207.81,1.18245,425.614,-404.928,96.6601,0.951396,0
121.703,119.574,120.874,119.492,208.482,208.455,206.493,1.30566,1.17761,1.06407,0.283131,156.123,142.343,127.148,-148.71,-134.16,-122.058,36.1361,36.199,24.325,0.952514,0.942511,0.959971,1.7901,1.78354,1.52899,59.9979,119.98,207.81,1.18245,425.614,-404.928,96.6601,0.951396,0
121.734,119.574,120.874,119.492,208.482,208.455,206.493,1.30566,1.17761,1.06407,0.283131,156.123,142.343,127.148,-148.71,-134.16,-122.058,36.1361,36.199,24.325,0.952514,0.942511,0.959971,1.7901,1.78354,1.52899,59.9979,119.98,207.81,1.18245,425.614,-404.928,96.6601,0.951396,0
121.75,119.574,120.874,119.492,208.482,208.455,206.493,1.30566,1.17761,1.06407,0.283131,156.123,142.343,127.148,-148.71,-134.16,-122.058,36.1361,36.199,24.325,0.952514,0.942511,0.959971,1.7901,1.78354,1.52899,59.9979,119.98,207.81,1.18245,425.614,-404.928,96.6601,0.951396,0
121.766,119.574,120.874,119.492,208.482,208.455,206.493,1.30566,1.17761,1.06407,0.283131,156.123,142.343,127.148,-148.71,-134.16,-122.058,36.1361,36.199,24.325,0.952514,0.942511,0.959971,1.7901,1.78354,1.52899,59.9979,119.98,207.81,1.18245,425.614,-404.928,96.6601,0.951396,0
121.781,119.574,120.874,119.492,208.482,208.455,206.493,1.30566,1.17761,1.06407,0.283131,156.123,142.343,127.148,-148.71,-134.16,-122.058,36.1361,36.199,24.325,0.952514,0.942511,0.959971,1.7901,1.78354,1.52899,59.9979,119.98,207.81,1.18245,425.614,-404.928,96.6601,0.951396,0
121.812,119.574,120.874,119.492,208.482,208.455,206.493,1.30566,1.17761,1.06407,0.283131,156.123,142.343,127.148,-148.71,-134.16,-122.058,36.1361,36.199,24.325,0.952514,0.942511,0.959971,1.7901,1.78354,1.52899,59.9979,119.98,207.81,1.18245,425.614,-404.928,96.6601,0.951396,0
121.828,119.627,120.959,119.569,208.598,208.617,206.586,1.30937,1.19578,1.08344,0.275594,156.635,144.64,129.546,-149.315,-136.288,-124.24,37.3125,38.2187,25.8663,0.95327,0.942253,0.959044,1.75057,1.91396,1.6857,59.9979,120.052,207.934,1.19619,430.821,-409.843,101.398,0.951307,0
121.844,119.627,120.959,119.569,208.598,208.617,206.586,1.30937,1.19578,1.08344,0.275594,156.635,144.64,129.546,-149.315,-136.288,-124.24,37.3125,38.2187,25.8663,0.95327,0.942253,0.959044,1.75057,1.91396,1.6857,59.9979,120.052,207.934,1.19619,430.821,-409.843,101.398,0.951307,0
121.875,119.627,120.959,119.569,208.598,208.617,206.586,1.30937,1.19578,1.08344,0.275594,156.635,144.64,129.546,-149.315,-136.288,-124.24,37.3125,38.2187,25.8663,0.95327,0.942253,0.959044,1.75057,1.91396,1.6857,59.9979,120.052,207.934,1.19619,430.821,-409.843,101.398,0.951307,0
121.891,119.627,120.959,119.569,208.598,208.617,206.586,1.30937,1.19578,1.08344,0.275594,156.635,144.64,129.546,-149.315,-136.288,-124.24,37.3125,38.2187,25.8663,0.95327,0.942253,0.959044,1.75057,1.91396,1.6857,59.9979,120.052,207.934,1.19619,430.821,-409.843,101.398,0.951307,0
121.906,119.627,120.959,119.569,208.598,208.617,206.586,1.30937,1.19578,1.08344,0.275594,156.635,144.64,129.546,-149.315,-136.288,-124.24,37.3125,38.2187,25.8663,0.95327,0.942253,0.959044,1.75057,1.91396,1.6857,59.9979,120.052,207.934,1.19619,430.821,-409.843,101.398,0.951307,0
121.922,119.627,120.959,119.569,208.598,208.617,206.586,1.30937,1.19578,1.08344,0.275594,156.635,144.64,129.546,-149.315,-136.288,-124.24,37.3125,38.2187,25.8663,0.95327,0.942253,0.959044,1.75057,1.91396,1.6857,59.9979,120.052,207.934,1.19619,430.821,-409.843,101.398,0.951307,0
121.953,119.627,120.959,119.569,208.598,208.617,206.586,1.30937,1.19578,1.08344,0.275594,156.635,144.64,129.546,-149.315,-136.288,-124.24,37.3125,38.2187,25.8663,0.95327,0.942253,0.959044,1.75057,1.91396,1.6857,59.9979,120.052,207.934,1.19619,430.821,-409.843,101.398,0.951307,0
121.969,119.627,120.959,119.569,208.598,208.617,206.586,1.30937,1.19578,1.08344,0.275594,156.635,144.64,129.546,-149.315,-136.288,-124.24,37.3125,38.2187,25.8663,0.95327,0.942253,0.959044,1.75057,1.91396,1.6857,59.9979,120.052,207.934,1.19619,430.821,-409.843,101.398,0.951307,0
121.984,119.627,120.959,119.569,208.598,208.617,206.586,1.30937,1.19578,1.08344,0.275594,156.635,144.64,129.546,-149.315,-136.288,-124.24,37.3125,38.2187,25.8663,0.95327,0.942253,0.959044,1.75057,1.91396,1.6857,59.9979,120.052,207.934,1.19619,430.821,-409.843,101.398,0.951307,0
122.016,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.031,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.047,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.062,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.094,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.109,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.125,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.141,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.172,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.187,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.203,119.924,121.266,119.841,209.135,209.103,207.081,1.36722,1.24677,1.14024,0.275496,163.962,151.191,136.648,-156.323,-142.387,-130.794,39.7421,41.1482,29.3644,0.953409,0.94177,0.957162,1.80693,1.69231,1.44535,59.9979,120.344,208.44,1.25141,451.801,-429.504,110.255,0.950649,0
122.234,119.649,121.053,119.606,208.726,208.744,206.599,1.32779,1.21545,1.10108,0.278272,158.868,147.134,131.696,-151.23,-138.163,-126.149,40.7971,42.3985,29.5461,0.951918,0.939027,0.957881,1.62216,1.94189,1.5489,59.9979,120.103,208.023,1.21477,437.698,-415.541,112.742,0.949379,0
122.25,119.649,121.053,119.606,208.726,208.744,206.599,1.32779,1.21545,1.10108,0.278272,158.868,147.134,131.696,-151.23,-138.163,-126.149,40.7971,42.3985,29.5461,0.951918,0.939027,0.957881,1.62216,1.94189,1.5489,59.9979,120.103,208.023,1.21477,437.698,-415.541,112.742,0.949379,0
122.266,119.649,121.053,119.606,208.726,208.744,206.599,1.32779,1.21545,1.10108,0.278272,158.868,147.134,131.696,-151.23,-138.163,-126.149,40.7971,42.3985,29.5461,0.951918,0.939027,0.957881,1.62216,1.94189,1.5489,59.9979,120.103,208.023,1.21477,437.698,-415.541,112.742,0.949379,0
122.281,119.649,121.053,119.606,208.726,208.744,206.599,1.32779,1.21545,1.10108,0.278272,158.868,147.134,131.696,-151.23,-138.163,-126.149,40.7971,42.3985,29.5461,0.951918,0.939027,0.957881,1.62216,1.94189,1.5489,59.9979,120.103,208.023,1.21477,437.698,-415.541,112.742,0.949379,0
122.312,119.649,121.053,119.606,208.726,208.744,206.599,1.32779,1.21545,1.10108,0.278272,158.868,147.134,131.696,-151.23,-138.163,-126.149,40.7971,42.3985,29.5461,0.951918,0.939027,0.957881,1.62216,1.94189,1.5489,59.9979,120.103,208.023,1.21477,437.698,-415.541,112.742,0.949379,0
122.328,119.649,121.053,119.606,208.726,208.744,206.599,1.32779,1.21545,1.10108,0.278272,158.868,147.134,131.696,-151.23,-138.163,-126.149,40.7971,42.3985,29.5461,0.951918,0.939027,0.957881,1.62216,1.94189,1.5489,59.9979,120.103,208.023,1.21477,437.698,-415.541,112.742,0.949379,0
122.344,119.649,121.053,119.606,208.726,208.744,206.599,1.32779,1.21545,1.10108,0.278272,158.868,147.134,131.696,-151.23,-138.163,-126.149,40.7971,42.3985,29.5461,0.951918,0.939027,0.957881,1.62216,1.94189,1.5489,59.9979,120.103,208.023,1.21477,437.698,-415.541,112.742,0.949379,0
122.375,119.649,121.053,119.606,208.726,208.744,206.599,1.32779,1.21545,1.10108,0.278272,158.868,147.134,131.696,-151.23,-138.163,-126.149,40.7971,42.3985,29.5461,0.951918,0.939027,0.957881,1.62216,1.94189,1.5489,59.9979,120.103,208.023,1.21477,437.698,-415.541,112.742,0.949379,0
122.391,119.649,121.053,119.606,208.726,208.744,206.599,1.32779,1.21545,1.10108,0.278272,158.868,147.134,131.696,-151.23,-138.163,-126.149,40.7971,42.3985,29.5461,0.951918,0.939027,0.957881,1.62216,1.94189,1.5489,59.9979,120.103,208.023,1.21477,437.698,-415.541,112.742,0.949379,0
122.406,119.649,121.053,119.606,208.726,208.744,206.599,1.32779,1.21545,1.10108,0.278272,158.868,147.134,131.696,-151.23,-138.163,-126.149,40.7971,42.3985,29.5461,0.951918,0.939027,0.957881,1.62216,1.94189,1.5489,59.9979,120.103,208.023,1.21477,437.698,-415.541,112.742,0.949379,0
122.422,119.842,121.208,119.768,209.026,209.021,206.903,1.36246,1.24717,1.13559,0.275478,163.279,151.167,136.008,-155.209,-141.974,-129.848,41.4437,42.4713,30.4522,0.950575,0.939183,0.954715,1.79285,1.83985,1.65843,59.9979,120.273,208.316,1.24841,450.454,-427.031,114.367,0.948002,0
122.453,119.842,121.208,119.768,209.026,209.021,206.903,1.36246,1.24717,1.13559,0.275478,163.279,151.167,136.008,-155.209,-141.974,-129.848,41.4437,42.4713,30.4522,0.950575,0.939183,0.954715,1.79285,1.83985,1.65843,59.9979,120.273,208.316,1.24841,450.454,-427.031,114.367,0.948002,0
122.469,119.842,121.208,119.768,209.026,209.021,206.903,1.36246,1.24717,1.13559,0.275478,163.279,151.167,136.008,-155.209,-141.974,-129.848,41.4437,42.4713,30.4522,0.950575,0.939183,0.954715,1.79285,1.83985,1.65843,59.9979,120.273,208.316,1.24841,450.454,-427.031,114.367,0.948002,0
